PlanningKey	ItemReference	Family	EraAdmissions	ProductionRoute	Reused	InventoryFile	InventoryLine	BindingSourceFile	BindingSourceLine	BindingSourceKind	Material	CandidateComponents	RequiredTags	RequestedWearProfile	RequiredLayerWeight	MissingStockNames	ComponentCapabilities	ComponentCompositionIssues	OutfitReferences	AdditionalSkinBriefs	OpenRequirements	Validation	DependencySourceSha256
waist_apron	industrialised_clothing_waist_apron	workwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	214	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	202	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Waist_Apron_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Waist Apron	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["hospitality_service","rural_woman","shopkeeper"]	["striped","border print"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
walking_boots	industrialised_clothing_walking_boots	footwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	251	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	239	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Boots","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Boots	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["contemporary_rain","winter_city","woodland_field"]	["contrasting seams"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
welted_workboots	industrialised_clothing_welted_workboots	footwear	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	235	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	223	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Boots","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Boots	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["aviator_clothing","foundry_clothing","kitchen_staff","machine_shop","military_working","mill_worker","motorcyclist_clothing","police_service","railway_service","sailor_cold","sailor_work","serge_battledress"]	["contrast stitch","punched upper"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_socks_batch	industrialised_clothing_wool_socks_batch	hosiery	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	160	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	148	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Socks_Layer_0_25","Variable_2Colour","Insulation_Minor"]	["Functions / Worn Items / Footwear"]	Socks	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["aviator_clothing","foundry_clothing","military_working","motorcyclist_clothing","police_service","sailor_work","serge_battledress","winter_city","woodland_field"]	["ribbed","marled","tipped cuff"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_socks_hand	industrialised_clothing_wool_socks_hand	hosiery	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	159	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	147	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Socks_Layer_0_25","Variable_2Colour","Insulation_Minor"]	["Functions / Worn Items / Footwear"]	Socks	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["cold_arctic","farm_overalls","gaitered_walking","parade_service","ranch_work","riding","sailor_cold","walking_country"]	["cable cuff","colourwork cuff"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_trousers_batch	industrialised_clothing_wool_trousers_batch	lower	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	81	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	69	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour","Container_Pocket","Insulation_Minor"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","IInsulating","ILockable","IOpenable","IVariable","IWearable"]	[]	["academic_ceremony","clerical_modern","clerk_industrial","foundry_clothing","hospitality_service","information_office","manufactured_suit","police_service","postal_service","railway_service","winter_city"]	["pinstriped","windowpane","service stripe"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_trousers_braced	industrialised_clothing_wool_trousers_braced	lower	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	80	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	68	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour","Container_Pocket","Insulation_Minor"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","IInsulating","ILockable","IOpenable","IVariable","IWearable"]	[]	["andean_wool","cold_arctic","dinner_formal","eastern_clerical","eastern_liturgy","evening_tailored","gaitered_walking","hand_tailored_suit","jewish_prayer","judicial_court","morning_formal","officer_mess","parade_service","peaked_dinner_formal","preaching_service","professional_industrial","rural_worker","spatted_formal"]	["narrow stripe","small check"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Compatible braces buttons and attachment graph."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_underjersey	industrialised_clothing_wool_underjersey	underwear	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	27	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	15	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_25","Variable_2Colour","Insulation_Minor"]	["Functions / Worn Items / Bodywear"]	Shirt	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["aviator_clothing","serge_battledress","winter_city"]	["marled","tipped neckline"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wool_waistcoat	industrialised_clothing_wool_waistcoat	tailoring	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	115	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	103	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Vest_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Vest	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["clerk_industrial","hand_tailored_suit","hospitality_service","morning_formal","shopkeeper","spatted_formal"]	["figured front","pinstripe","contrast edging"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
woven_necktie	industrialised_clothing_woven_necktie	accessories	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	145	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	133	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Necktie_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Fashion Accessories"]	Necktie	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["academic_ceremony","clerk_industrial","hand_tailored_suit","judicial_court","manufactured_suit","school_uniform_trousers"]	["diagonal stripe","small repeat","paisley-like"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wrap_blouse	industrialised_clothing_wrap_blouse	upper	nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	70	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	58	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	[]	["printed border","embroidered ties"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
wrap_dress	industrialised_clothing_wrap_dress	dresses	nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	109	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	97	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Long-Sleeved_Dress_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Long-Sleeved Dress	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["contemporary_wrap"]	["small repeat","broad border"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
adaptive_openback_dress	information_clothing_adaptive_openback_dress	dresses	information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	112	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	100	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Dress_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Dress	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["assisted_dressing"]	["small floral","plain piping"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Closed overlapping rear panels retain back coverage; assisted dressing and rear-opening configuration require proof, not a permanently backless profile or care subsystem."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
fleece_jacket	information_clothing_fleece_jacket	outerwear	information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	137	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	125	authored-dependency-decision	polyester	["Holdable","Destroyable_Clothing","Wear_Jacket_Layer_0_75","Variable_2Colour","Container_Pocket","Insulation_Moderate"]	["Functions / Worn Items / Bodywear"]	Jacket	0.75	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","IInsulating","ILockable","IOpenable","IVariable","IWearable"]	[]	["contemporary_rain"]	["contrast shoulder panels","tonal trim"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
rash_vest	information_clothing_rash_vest	swimwear	information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	201	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	189	authored-dependency-decision	polyester	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["surf_clothing"]	["colour-blocked"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
shell_jacket	information_clothing_shell_jacket	outerwear	information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	138	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	126	authored-dependency-decision	nylon	["Holdable","Destroyable_Clothing","Wear_Hoodie_Layer_0_5_NonBulky","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Hoodie	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["contemporary_rain"]	["colour blocking","reflective-looking trim without safety claim"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Thin uninsulated outer shell permits a separate fleece beneath it. Weatherproof membrane/input and Wearable configuration still need proof; no reflective safety claim."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
shell_overtrousers	information_clothing_shell_overtrousers	outerwear	information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	139	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	127	authored-dependency-decision	nylon	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["contemporary_rain"]	["contrast seams"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Weatherproof membrane/input and ankle opening configuration."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
zip_hoodie	information_clothing_zip_hoodie	knitwear	information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	79	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	67	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Hoodie_Layer_0_5","Variable_2Colour","Container_Pocket","Insulation_Minor"]	["Functions / Worn Items / Bodywear"]	Hoodie	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","IInsulating","ILockable","IOpenable","IVariable","IWearable"]	[]	[]	["geometric panel","tonal embroidery"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Zipped opening must not be confused with opening a pocket container."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cotton_sari	medieval_cotton_sari	regional	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	380	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	cotton	["Holdable","Wear_Robe","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing","Variable_BasicColour"]	["Market / Clothing / Standard Clothing","Functions / Worn Items / Bodywear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["sari_everyday"]	["woven border","printed border","small repeat"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
cloud_sleeved_robe	medieval_daoist_cloud_sleeved_robe	religious	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	370	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	silk	["Holdable","Wear_Robe","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing","Variable_FineColour"]	["Market / Clothing / Luxury Clothing","Functions / Worn Items / Bodywear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["daoist_clerical"]	["cloud embroidery","woven geometry"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
daoist_innerrobe	medieval_daoist_cross_collar_robe	religious	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	369	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	cotton	["Holdable","Variable_Colour","Wear_Robe_Layer_0_5_NonBulky","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing"]	["Market / Clothing / Standard Clothing","Functions / Worn Items / Bodywear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["daoist_clerical"]	["bound edge"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
ritual_cap	medieval_daoist_ritual_cap	headwear	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	371	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	cotton	["Holdable","Variable_Colour","Wear_Hat","Destroyable_Clothing","Insulation_Minor","Armour_LightClothing"]	["Market / Clothing / Standard Clothing","Functions / Worn Items / Headwear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["daoist_clerical"]	["embroidered edge"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
riassa	medieval_eastern_black_riassa	religious	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	362	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	wool	["Holdable","Variable_Colour","Wear_Robe","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing"]	["Market / Clothing / Standard Clothing","Functions / Worn Items / Bodywear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["eastern_clerical"]	["piped edging"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
liturgical_cuffs	medieval_eastern_epimanikia	religious	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	360	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	silk	["Holdable","Wear_Bracers","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing","Variable_FineColour"]	["Market / Clothing / Luxury Clothing","Functions / Worn Items / Gloves"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["eastern_liturgy"]	["embroidered bands"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
epitrachelion	medieval_eastern_epitrachelion	religious	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	359	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	silk	["Holdable","Wear_Scarf","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing","Variable_FineColour"]	["Market / Clothing / Luxury Clothing","Functions / Worn Items / Bodywear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["eastern_liturgy"]	["woven border","embroidered panels"]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
kamilavkion	medieval_eastern_kamilavkion	headwear	industrial;modern;nuclear;information	H	true	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	363	DatabaseSeeder/Seeders/ItemSeeder.HistoricalClothingSources.cs	61	historical-source-provider	felt	["Holdable","Variable_Colour","Wear_Hat","Destroyable_Clothing","Insulation_Moderate","Armour_LightClothing"]	["Market / Clothing / Standard Clothing","Functions / Worn Items / Headwear"]			[]	["IAffectQuality","IArmour","IConditionDegradingComponent","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	["eastern_clerical"]	[]	["Resolve actual attached/proposed component revisions and retain the historical owner and stable identity.","Repair missing/incompatible variable bindings and fixed-colour prose through managed source updates; conventional colours are outfit defaults.","Review exact coverage/layering and material-native finishes against every admitted outfit; historical source existence is not physical proof."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
