unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_bra_lockable_door_554,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,door,a vine oak lockable door,oak,Large,Good,27600,56,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_secure_door_555,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,door,a cloud pine secure door,pine,Large,Good,29400,67,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_shutter_556,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,shutter,a reed cedar shuttered opening,cedar,Large,Standard,31200,78,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_screen_557,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,screen,a checker teak screen door,teak,Large,VeryGood,33000,89,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_lattice_gate_558,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,gate,a radiating bronze lattice gate,bronze,VeryLarge,Good,34800,100,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_courtyard_gate_559,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,gate,a sunburst oak courtyard gate,oak,VeryLarge,Standard,36600,111,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_warehouse_gate_560,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,gate,a knotted cedar warehouse gate,cedar,VeryLarge,Poor,38400,122,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_garden_gate_561,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,gate,a star teak garden gate,teak,VeryLarge,Standard,40200,133,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_grille_562,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Portuguese Brazil Atlantic plantation,grille,a vine bronze metal grille,bronze,Large,Good,42000,144,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_bra_strike_plate_563,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,strike plate,a rosette brass strike plate,brass,Small,Good,245,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_hinge_pair_564,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,hinges,a checker copper hinge pair,copper,Small,Standard,330,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_keyring_565,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,keyring,a braided pewter keyring,pewter,Small,VeryGood,415,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_escutcheon_566,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,escutcheon,a radiating wrought iron keyhole escutcheon,wrought iron,Small,Good,500,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_warded_lock_567,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,lock,a leaf-scroll bronze warded lock,bronze,Small,Standard,585,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_good_warded_lock_568,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,lock,a sunburst brass fine warded lock,brass,Small,Poor,670,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_bra_master_warded_lock_569,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Portuguese Brazil Atlantic plantation,lock,a water-wave copper master warded lock,copper,Small,Standard,755,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Portuguese Brazil Atlantic plantation; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_panel_door_571,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,door,a radiating teak door leaf,teak,Large,Good,24000,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_braced_door_572,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,door,a sunburst wood braced door,wood,Large,Standard,25800,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_lockable_door_573,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,door,a knotted oak lockable door,oak,Large,VeryGood,27600,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_secure_door_574,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,door,a star pine secure door,pine,Large,Good,29400,276,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_shutter_575,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,shutter,a vine cedar shuttered opening,cedar,Large,Standard,31200,287,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_screen_576,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,screen,a cloud cedar screen door,cedar,Large,Poor,33000,45,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_lattice_gate_577,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,gate,a reed bronze lattice gate,bronze,VeryLarge,Standard,34800,56,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_courtyard_gate_578,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,gate,a checker oak courtyard gate,oak,VeryLarge,Good,36600,67,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_warehouse_gate_579,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,gate,a radiating cedar warehouse gate,cedar,VeryLarge,Good,38400,78,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_garden_gate_580,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,gate,a sunburst teak garden gate,teak,VeryLarge,Standard,40200,89,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_grille_581,Early Modern,Early Modern,"Doors, locks & gates",door or gate,English French Dutch colonial North America,grille,a knotted brass metal grille,brass,Large,VeryGood,42000,100,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ena_strike_plate_582,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,strike plate,a reed bronze strike plate,bronze,Small,Good,415,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_hinge_pair_583,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,hinges,a rosette brass hinge pair,brass,Small,Standard,500,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_keyring_584,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,keyring,a checker copper keyring,copper,Small,Poor,585,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_escutcheon_585,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,escutcheon,a braided pewter keyhole escutcheon,pewter,Small,Standard,670,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_warded_lock_586,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,lock,a radiating wrought iron warded lock,wrought iron,Small,Good,755,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_good_warded_lock_587,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,lock,a leaf-scroll bronze fine warded lock,bronze,Small,Good,840,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ena_master_warded_lock_588,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,English French Dutch colonial North America,lock,a sunburst brass master warded lock,brass,Small,Standard,925,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission English French Dutch colonial North America; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_panel_door_590,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,door,a star cedar door leaf,cedar,Large,Good,24000,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_braced_door_591,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,door,a vine teak braced door,teak,Large,Standard,25800,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_lockable_door_592,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,door,a cloud wood lockable door,wood,Large,Poor,27600,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_secure_door_593,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,door,a reed oak secure door,oak,Large,Standard,29400,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_shutter_594,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,shutter,a checker pine shuttered opening,pine,Large,Good,31200,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_screen_595,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,screen,a radiating teak screen door,teak,Large,Good,33000,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_lattice_gate_596,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,gate,a sunburst wrought iron lattice gate,wrought iron,VeryLarge,Standard,34800,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_courtyard_gate_597,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,gate,a knotted bronze courtyard gate,bronze,VeryLarge,VeryGood,36600,276,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_warehouse_gate_598,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,gate,a star oak warehouse gate,oak,VeryLarge,Good,38400,287,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_garden_gate_599,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,gate,a vine cedar garden gate,cedar,VeryLarge,Standard,40200,45,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_grille_600,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Indigenous North American regional families,grille,a cloud wrought iron metal grille,wrought iron,Large,Poor,42000,56,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Indigenous North American regional families; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ina_strike_plate_601,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,strike plate,a braided wrought iron strike plate,wrought iron,Small,Standard,585,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_hinge_pair_602,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,hinges,a radiating bronze hinge pair,bronze,Small,Good,670,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_keyring_603,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,keyring,a leaf-scroll brass keyring,brass,Small,Good,755,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_escutcheon_604,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,escutcheon,a sunburst copper keyhole escutcheon,copper,Small,Standard,840,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_warded_lock_605,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,lock,a water-wave pewter warded lock,pewter,Small,VeryGood,925,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_good_warded_lock_606,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,lock,a knotted wrought iron fine warded lock,wrought iron,Small,Good,1010,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ina_master_warded_lock_607,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Indigenous North American regional families,lock,a flower-head bronze master warded lock,bronze,Small,Standard,1095,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Indigenous North American regional families; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_panel_door_609,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,door,a leaf-scroll oak door leaf,oak,Large,Standard,24000,155,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_braced_door_610,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,door,a water-wave pine braced door,pine,Large,Good,25800,166,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_lockable_door_611,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,door,a flower-head cedar lockable door,cedar,Large,Good,27600,177,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_secure_door_612,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,door,a bird teak secure door,teak,Large,Standard,29400,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
