stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
preindustrial_food_fish_rice_journey_block	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	121	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_meat_fruit_campaign_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	122	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_shipboard_fish_grain_square	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	123	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_herder_meat_barley_round	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	124	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pilgrim_fruit_grain_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	125	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_caravan_date_meat_block	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	126	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_winter_store_grain_fruit_round	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	127	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_luxury_spiced_cured_meat_box	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	128	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honeyed_smoked_meat_threads	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	129	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spice_glazed_preserved_fish	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	130	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stuffed_dried_fruit_jewels	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	131	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_layered_fruit_meat_feast_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	132	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_sealed_grain_delicacy	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	133	Shared	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_preserved_feast_selection	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	134	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_measured_campaign_ration_bundle	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	135	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_meagre_winter_store_bundle	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	136	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_trimmed_meat_for_drying	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	137	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_salted_uncured_meat_strips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	138	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_tied_smokehouse_meat_joint	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	139	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_filled_uncured_sausage_ring	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	140	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_pounded_meat_ration_mixture	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	141	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_split_fish_for_drying	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	142	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_salted_unsmoked_fish_bundle	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	143	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_pounded_dry_fish_meal	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	144	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_soaked_grain_for_ration_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	145	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_shaped_unbaked_ration_bricks	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	146	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_spread_fruit_pulp_drying_sheet	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	147	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_salted_vegetables_before_pickling	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	148	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_pressed_greens_drying_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	149	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_mixed_travel_ration_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	150	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_filled_unsealed_preserve_crock	DatabaseSeeder/Seeders/FoodCatalogue/Shared/preserved-travel.food-items.tsv	151	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_plain_boiled_broad_beans	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	2	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_broad_bean_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	3	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_herbed_broad_bean_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	4	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_onion_stewed_broad_beans	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	5	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_garlic_roasted_broad_beans	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	6	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_vinegar_dressed_broad_beans	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	7	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_broad_beans_with_leeks	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	8	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_broad_beans_with_cabbage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	9	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_broad_bean_and_turnip_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	10	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_broad_bean_herb_patties	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	11	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_boiled_field_peas	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	12	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_thick_split_pea_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	13	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_thin_split_pea_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	14	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_minted_green_pea_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	15	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_peas_with_salt	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	16	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pea_and_onion_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	17	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pea_and_leek_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	18	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pea_and_cabbage_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	19	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pea_and_parsnip_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	20	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_peppered_pea_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	21	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_brown_lentil_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	22	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_red_lentil_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	23	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentils_with_onions	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	24	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentils_with_garlic	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	25	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentils_with_wilted_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	26	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentils_with_roasted_roots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	27	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sour_lentil_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	28	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_lentil_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	29	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentil_and_mushroom_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	30	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentil_stuffed_onions	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	31	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_chickpeas	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	32	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_chickpea_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	33	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_garlic_chickpea_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	34	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_herbed_chickpea_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	35	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_chickpeas	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	36	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_chickpeas_with_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	37	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_chickpeas_with_onions	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	38	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_chickpeas_with_turnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	39	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sour_chickpea_relish	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	40	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_chickpea_and_lentil_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	41	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_cowpeas	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	42	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cowpea_leaf_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	43	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cowpeas_with_millet_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	44	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_black_eyed_pea_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	45	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pigeon_pea_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	46	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pigeon_peas_with_roots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	47	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mung_bean_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	48	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mung_beans_with_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	49	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_urad_bean_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	50	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_horse_gram_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	51	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_white_bean_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	52	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_red_bean_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	53	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_black_bean_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	54	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mottled_bean_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	55	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_onion_hash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	56	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_leek_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	57	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_cabbage_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	58	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_carrot_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	59	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_beet_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	60	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_stuffed_cabbage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	61	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mixed_pulse_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	62	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_three_pulse_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	63	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pea_and_lentil_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	64	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_bean_and_chickpea_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	65	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_lentil_and_chickpea_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	66	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sprouted_pulse_salad	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	67	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_toasted_pulse_crumble	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	68	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_soured_bean_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	69	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pulse_and_herb_dumplings	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	70	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pulse_stuffed_turnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	71	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_cabbage_wedges	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	72	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_buttered_cabbage_ribbons	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	73	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_vinegar_cabbage_salad	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	74	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
