unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_aca_temple_ring_468,Renaissance,Renaissance,Jewellery & devotional,personal adornment,African Court Atlantic,temple ring,a star bone temple ring,bone,Tiny,Standard,55,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_torc_469,Renaissance,Renaissance,Jewellery & devotional,personal adornment,African Court Atlantic,torc,a bird shell torc,shell,Tiny,VeryGood,62,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_wreath_470,Renaissance,Renaissance,Jewellery & devotional,personal adornment,African Court Atlantic,wreath,a vine ivory wreath,ivory,Tiny,Good,69,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_prayer_beads_471,Renaissance,Renaissance,Jewellery & devotional,personal devotional,African Court Atlantic,prayer bead strand,a geometric pearl prayer bead strand,pearl,Tiny,Standard,76,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_devotional_medal_472,Renaissance,Renaissance,Jewellery & devotional,personal devotional,African Court Atlantic,devotional medal,a cloud amber devotional medal,amber,Tiny,Poor,83,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_devotional_badge_473,Renaissance,Renaissance,Jewellery & devotional,personal devotional,African Court Atlantic,devotional badge,a shell coral devotional badge,coral,Tiny,Standard,90,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_prayer_cord_474,Renaissance,Renaissance,Jewellery & devotional,personal devotional,African Court Atlantic,prayer cord,a reed linen prayer cord,linen,Tiny,Good,20,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_votive_token_475,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,votive token,a rosette agate votive token,agate,Small,Good,27,143,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_scripture_box_476,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,small scripture box,a checker carnelian small scripture box,carnelian,Small,Standard,34,152,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_offering_bowl_477,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,offering bowl,a braided bronze offering bowl,bronze,Small,VeryGood,41,8,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_incense_holder_478,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,incense holder,a radiating brass incense holder,brass,Small,Good,48,17,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_portable_panel_479,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,small devotional panel,a leaf-scroll wood small devotional panel,wood,Small,Standard,55,26,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_aca_processional_ornament_480,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,African Court Atlantic,processional ornament,a sunburst pewter processional ornament,pewter,Small,Poor,62,35,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / African Court Atlantic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission African Court Atlantic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_ring_481,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,ring,a leaf-scroll agate ring,agate,Tiny,Standard,69,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_signet_ring_482,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,ring,a sunburst carnelian ring,carnelian,Tiny,VeryGood,76,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_pendant_483,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,pendant,a water-wave lapis lazuli pendant,lapis lazuli,Tiny,Good,83,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_bead_necklace_484,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,necklace,a knotted turquoise necklace,turquoise,Tiny,Standard,90,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_chain_necklace_485,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,necklace,a flower-head jade necklace,jade,Tiny,VeryGood,20,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_bracelet_486,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,bracelet,a star quartz bracelet,quartz,Tiny,Good,27,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_armlet_487,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,armlet,a bird faience armlet,faience,Tiny,Standard,34,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Armlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_anklet_488,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,anklet,a vine pewter anklet,pewter,Tiny,Poor,41,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_earrings_489,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,earrings,a geometric copper earrings,copper,Tiny,Standard,48,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_brooch_490,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,brooch,a cloud bronze brooch,bronze,Tiny,Good,55,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_pin_491,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,pin,a shell silver pin,silver,Tiny,Good,62,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_hairpin_492,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,hairpin,a reed gold hairpin,gold,Tiny,Standard,69,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_circlet_493,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,circlet,a rosette brass circlet,brass,Tiny,VeryGood,76,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_diadem_494,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,diadem,a checker glass diadem,glass,Tiny,Good,83,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Diadem; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_waist_chain_495,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,waist chain,a braided bone waist chain,bone,Tiny,Standard,90,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_belt_ornament_496,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,belt ornament,a radiating shell belt ornament,shell,Tiny,Poor,20,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_badge_497,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,badge,a leaf-scroll ivory badge,ivory,Tiny,Standard,27,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_temple_ring_498,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,temple ring,a sunburst pearl temple ring,pearl,Tiny,Good,34,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_torc_499,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,torc,a water-wave amber torc,amber,Tiny,Good,41,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_wreath_500,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Sahelian Islamic,wreath,a knotted coral wreath,coral,Tiny,Standard,48,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_prayer_beads_501,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Sahelian Islamic,prayer bead strand,a flower-head garnet prayer bead strand,garnet,Tiny,VeryGood,55,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_devotional_medal_502,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Sahelian Islamic,devotional medal,a star agate devotional medal,agate,Tiny,Good,62,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_devotional_badge_503,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Sahelian Islamic,devotional badge,a bird carnelian devotional badge,carnelian,Tiny,Standard,69,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_prayer_cord_504,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Sahelian Islamic,prayer cord,a vine linen prayer cord,linen,Tiny,Poor,76,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_votive_token_505,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,votive token,a geometric turquoise votive token,turquoise,Small,Standard,83,107,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_scripture_box_506,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,small scripture box,a cloud jade small scripture box,jade,Small,Good,90,116,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_offering_bowl_507,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,offering bowl,a shell silver offering bowl,silver,Small,Good,20,125,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_incense_holder_508,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,incense holder,a reed pewter incense holder,pewter,Small,Standard,27,134,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_portable_panel_509,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,small devotional panel,a rosette wood small devotional panel,wood,Small,VeryGood,34,143,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_sai_processional_ornament_510,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Sahelian Islamic,processional ornament,a checker brass processional ornament,brass,Small,Good,41,152,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Sahelian Islamic,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Sahelian Islamic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_ring_511,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,ring,a knotted agate ring,agate,Tiny,Standard,48,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_signet_ring_512,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,ring,a flower-head carnelian ring,carnelian,Tiny,VeryGood,55,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_pendant_513,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,pendant,a star lapis lazuli pendant,lapis lazuli,Tiny,Standard,62,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_bead_necklace_514,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,necklace,a bird turquoise necklace,turquoise,Tiny,Good,69,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_chain_necklace_515,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,necklace,a vine jade necklace,jade,Tiny,Good,76,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
