unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_gb_pin_51,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,pin,a vine amber pin,amber,Tiny,Good,62,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_hairpin_52,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,hairpin,a geometric coral hairpin,coral,Tiny,Standard,69,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_circlet_53,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,circlet,a cloud garnet circlet,garnet,Tiny,VeryGood,76,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_diadem_54,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,diadem,a shell agate diadem,agate,Tiny,Good,83,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_waist_chain_55,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,waist chain,a reed carnelian waist chain,carnelian,Tiny,Standard,90,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_belt_ornament_56,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,belt ornament,a rosette lapis lazuli belt ornament,lapis lazuli,Tiny,Poor,20,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_badge_57,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,badge,a checker turquoise badge,turquoise,Tiny,Standard,27,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_temple_ring_58,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,temple ring,a braided jade temple ring,jade,Tiny,Good,34,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_torc_59,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,torc,a radiating quartz torc,quartz,Tiny,Good,41,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_gb_wreath_60,Early Modern,Early Modern,Jewellery & devotional,personal adornment,British Stuart Georgian,wreath,a leaf-scroll faience wreath,faience,Tiny,Standard,48,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission British Stuart Georgian; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_ring_61,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,ring,a water-wave amber ring,amber,Tiny,VeryGood,55,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_signet_ring_62,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,ring,a knotted coral ring,coral,Tiny,VeryGood,62,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_pendant_63,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,pendant,a flower-head garnet pendant,garnet,Tiny,Standard,69,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_bead_necklace_64,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,necklace,a star agate necklace,agate,Tiny,Poor,76,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_chain_necklace_65,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,necklace,a bird carnelian necklace,carnelian,Tiny,Standard,83,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_bracelet_66,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,bracelet,a vine lapis lazuli bracelet,lapis lazuli,Tiny,Good,90,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_armlet_67,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,armlet,a geometric turquoise armlet,turquoise,Tiny,Good,20,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_anklet_68,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,anklet,a cloud jade anklet,jade,Tiny,Standard,27,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_earrings_69,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,earrings,a shell quartz earrings,quartz,Tiny,VeryGood,34,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_brooch_70,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,brooch,a reed faience brooch,faience,Tiny,Good,41,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_pin_71,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,pin,a rosette pewter pin,pewter,Tiny,Standard,48,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ib_hairpin_72,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Iberian Portuguese Spanish empires,hairpin,a checker copper hairpin,copper,Tiny,Poor,55,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
