unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_and_master_warded_lock_578,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,lock,a checker brass master warded lock,brass,Small,Good,1520,63,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_warded_key_579,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,key,a braided copper warded key,copper,Small,Good,160,71,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_ring_key_580,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,key,a radiating pewter ring bow key,pewter,Small,Standard,245,79,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_door_latch_581,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,latch,a leaf-scroll wrought iron door latch,wrought iron,Small,VeryGood,330,87,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_gate_dropbar_582,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,drop bar,a sunburst bronze gate drop bar,bronze,Small,Good,415,95,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_door_bar_583,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,bar,a water-wave brass door bar,brass,Small,Standard,500,103,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_portcullis_pawl_584,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,pawl,a knotted copper winch pawl,copper,Small,Poor,585,111,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_hasp_585,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,hasp,a flower-head pewter iron hasp,pewter,Small,Standard,670,119,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_hook_latch_586,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,hook latch,a star wrought iron hook latch,wrought iron,Small,Good,755,127,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_strike_plate_587,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,strike plate,a bird bronze strike plate,bronze,Small,Good,840,135,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_and_hinge_pair_588,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Andean,hinges,a vine brass hinge pair,brass,Small,Standard,925,143,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Andean,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Andean; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_panel_door_589,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a cloud oak door leaf,oak,Large,VeryGood,56400,188,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_braced_door_590,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a reed pine braced door,pine,Large,Good,24000,199,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_lockable_door_591,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a checker cedar lockable door,cedar,Large,Standard,25800,210,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_secure_door_592,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a radiating teak secure door,teak,Large,Poor,27600,221,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_shutter_593,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,shutter,a sunburst wood shuttered opening,wood,Large,Standard,29400,232,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_screen_594,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,screen,a knotted cedar screen door,cedar,Large,Good,31200,243,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_lattice_gate_595,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,gate,a star cedar lattice gate,cedar,VeryLarge,Good,33000,254,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_courtyard_gate_596,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,gate,a vine teak courtyard gate,teak,VeryLarge,Standard,34800,265,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_warehouse_gate_597,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,gate,a cloud wrought iron warehouse gate,wrought iron,VeryLarge,VeryGood,36600,276,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_garden_gate_598,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,gate,a reed bronze garden gate,bronze,VeryLarge,Good,38400,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_grille_599,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,grille,a checker wrought iron metal grille,wrought iron,Large,Standard,40200,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_barrier_600,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,barrier,a radiating bronze barred barrier,bronze,Large,Poor,42000,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_hatch_601,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,hatch,a sunburst cedar service hatch,cedar,Large,Standard,43800,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_wicket_602,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,wicket,a knotted wrought iron wicket gate,wrought iron,Large,Good,45600,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_panel_door_603,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a star wood door leaf,wood,Large,Good,47400,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_braced_door_604,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a vine oak braced door,oak,Large,Standard,49200,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_lockable_door_605,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Caribbean Contact,door,a cloud pine lockable door,pine,Large,VeryGood,51000,111,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Caribbean Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_car_master_warded_lock_606,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,lock,a radiating wrought iron master warded lock,wrought iron,Small,Good,1010,135,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_warded_key_607,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,key,a leaf-scroll bronze warded key,bronze,Small,Standard,1095,143,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_ring_key_608,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,key,a sunburst brass ring bow key,brass,Small,Poor,1180,151,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_door_latch_609,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,latch,a water-wave copper door latch,copper,Small,Standard,1265,7,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_gate_dropbar_610,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,drop bar,a knotted pewter gate drop bar,pewter,Small,Good,1350,15,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_door_bar_611,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,bar,a flower-head wrought iron door bar,wrought iron,Small,Good,1435,23,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_portcullis_pawl_612,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,pawl,a star bronze winch pawl,bronze,Small,Standard,1520,31,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_hasp_613,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,hasp,a bird brass iron hasp,brass,Small,VeryGood,160,39,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_hook_latch_614,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,hook latch,a vine copper hook latch,copper,Small,Good,245,47,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_strike_plate_615,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,strike plate,a geometric pewter strike plate,pewter,Small,Standard,330,55,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_car_hinge_pair_616,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Caribbean Contact,hinges,a cloud wrought iron hinge pair,wrought iron,Small,Poor,415,63,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Caribbean Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Caribbean Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_panel_door_617,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a bird teak door leaf,teak,Large,Standard,38400,243,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_braced_door_618,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a geometric wood braced door,wood,Large,Good,40200,254,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_lockable_door_619,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a shell oak lockable door,oak,Large,Good,42000,265,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_secure_door_620,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a rosette pine secure door,pine,Large,Standard,43800,276,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_shutter_621,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,shutter,a braided cedar shuttered opening,cedar,Large,VeryGood,45600,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_screen_622,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,screen,a leaf-scroll wood screen door,wood,Large,Good,47400,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_lattice_gate_623,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,gate,a water-wave bronze lattice gate,bronze,VeryLarge,Standard,49200,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_courtyard_gate_624,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,gate,a flower-head oak courtyard gate,oak,VeryLarge,Poor,51000,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_warehouse_gate_625,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,gate,a bird cedar warehouse gate,cedar,VeryLarge,Standard,52800,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_garden_gate_626,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,gate,a geometric teak garden gate,teak,VeryLarge,Good,54600,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_grille_627,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,grille,a shell wrought iron metal grille,wrought iron,Large,Good,56400,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_barrier_628,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,barrier,a rosette bronze barred barrier,bronze,Large,Standard,24000,111,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_hatch_629,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,hatch,a braided oak service hatch,oak,Large,VeryGood,25800,122,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_wicket_630,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,wicket,a leaf-scroll cedar wicket gate,cedar,Large,Good,27600,133,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_panel_door_631,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a water-wave cedar door leaf,cedar,Large,Standard,29400,144,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_braced_door_632,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a flower-head teak braced door,teak,Large,Poor,31200,155,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
