StableReference	Layer	Domain	SourceFile	SourceLine	EraAdmissions	Material	Components	ProfileBindings	PriceEvidence	Craftable	Lifecycle	Validation	ResolvedNeutralComponents	CraftReferences	OutfitReferences	LifecycleTarget	CatalogueSourceSha256
industrialised_telecom_media_photography_0185_travel_tripod	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	186	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0186_travel_speaker	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	187	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0187_travel_recorder	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	188	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0188_travel_projector	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	189	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0189_travel_microphone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	190	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0190_travel_cable	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	191	industrial;modern;nuclear;information	natural rubber	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0191_utility_scrap	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	192	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0192_utility_telephone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	193	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0193_utility_receiver	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	194	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0194_utility_camera	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	195	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0195_utility_tripod	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	196	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0196_utility_speaker	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	197	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0197_utility_recorder	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	198	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0198_utility_projector	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	199	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0199_utility_microphone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	200	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0200_utility_cable	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	201	industrial;modern;nuclear;information	copper	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0201_plain_scrap	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	202	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0202_plain_telephone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	203	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0203_plain_receiver	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	204	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0204_plain_camera	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	205	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0205_plain_tripod	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	206	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0206_plain_speaker	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	207	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0207_plain_recorder	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	208	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0208_plain_projector	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	209	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0209_plain_microphone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	210	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0210_plain_cable	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	211	industrial;modern;nuclear;information	natural rubber	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0211_reinforced_scrap	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	212	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0212_reinforced_telephone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	213	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0213_reinforced_receiver	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	214	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0214_reinforced_camera	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	215	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0215_reinforced_tripod	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	216	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0216_reinforced_speaker	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	217	industrial;modern;nuclear;information	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0217_reinforced_recorder	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	218	industrial;modern;nuclear;information	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0218_reinforced_projector	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	219	industrial;modern;nuclear;information	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0219_reinforced_microphone	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	220	industrial;modern;nuclear;information	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_telecom_media_photography_0220_reinforced_cable	shared-industrialised	Telecom, media and photography	Items/telecom-media-photography.items.tsv	221	industrial;modern;nuclear;information	copper	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrialised_telecom_media_photography_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0001_compact_scrap	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	222	industrial	glass	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0001_compact_scrap			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0002_compact_telephone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	223	industrial	natural rubber	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0002_compact_telephone			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0003_compact_receiver	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	224	industrial	mild steel	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0003_compact_receiver			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0004_compact_camera	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	225	industrial	copper	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0004_compact_camera			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0005_compact_tripod	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	226	industrial	glass	Holdable		industrial_household	true	salvage	parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0005_compact_tripod		industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0006_compact_speaker	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	227	industrial	natural rubber	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0006_compact_speaker			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0007_compact_recorder	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	228	industrial	mild steel	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0007_compact_recorder			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0008_compact_projector	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	229	industrial	copper	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0008_compact_projector			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0009_compact_microphone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	230	industrial	glass	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0009_compact_microphone			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0010_compact_cable	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	231	industrial	natural rubber	Holdable	telecommunications:standard	industrial_household	true	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard	craft_industrial_telecom_media_photography_0010_compact_cable		industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0011_heavy_duty_scrap	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	232	industrial	mild steel	Holdable		industrial_household	true		parsed;production-unreviewed	Holdable	craft_industrial_telecom_media_photography_0011_heavy_duty_scrap			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0012_heavy_duty_telephone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	233	industrial	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0013_heavy_duty_receiver	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	234	industrial	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0014_heavy_duty_camera	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	235	industrial	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0015_heavy_duty_tripod	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	236	industrial	mild steel	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0016_heavy_duty_speaker	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	237	industrial	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0017_heavy_duty_recorder	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	238	industrial	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0018_heavy_duty_projector	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	239	industrial	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0019_heavy_duty_microphone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	240	industrial	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0020_heavy_duty_cable	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	241	industrial	copper	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0021_folding_scrap	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	242	industrial	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0022_folding_telephone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	243	industrial	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0023_folding_receiver	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	244	industrial	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0024_folding_camera	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	245	industrial	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0025_folding_tripod	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	246	industrial	glass	Holdable		industrial_household	false	salvage	parsed;production-unreviewed	Holdable			industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0026_folding_speaker	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	247	industrial	natural rubber	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0027_folding_recorder	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	248	industrial	mild steel	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0028_folding_projector	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	249	industrial	copper	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0029_folding_microphone	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	250	industrial	glass	Holdable		industrial_household	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrial_telecom_media_photography_0030_folding_cable	industrial	Telecom, media and photography	Items/telecom-media-photography.items.tsv	251	industrial	natural rubber	Holdable	telecommunications:standard	industrial_household	false	salvage	parsed;production-unreviewed	Holdable;Telephone_Standard			industrial_telecom_media_photography_0001_compact_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0001_plain_scrap	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	2	industrial;modern;nuclear;information	mild steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0001_plain_scrap			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0002_plain_hammer	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	3	industrial;modern;nuclear;information	cast iron	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0002_plain_hammer			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0003_plain_wrench	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	4	industrial;modern;nuclear;information	oak	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0003_plain_wrench			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0004_plain_drill	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	5	industrial;modern;nuclear;information	tool steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0004_plain_drill			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0005_plain_lathe	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	6	industrial;modern;nuclear;information	mild steel	Holdable		industrial_tools	true	salvage	parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0005_plain_lathe		industrialised_tools_repair_machinery_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0006_plain_vise	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	7	industrial;modern;nuclear;information	cast iron	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0006_plain_vise			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0007_plain_plane	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	8	industrial;modern;nuclear;information	oak	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0007_plain_plane			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0008_plain_saw	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	9	industrial;modern;nuclear;information	tool steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0008_plain_saw			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0009_plain_press	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	10	industrial;modern;nuclear;information	mild steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0009_plain_press			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0010_plain_gauge	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	11	industrial;modern;nuclear;information	cast iron	Holdable		industrial_tools	true	salvage	parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0010_plain_gauge		industrialised_tools_repair_machinery_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0011_plain_anvil	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	12	industrial;modern;nuclear;information	oak	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0011_plain_anvil			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0012_plain_grinder	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	13	industrial;modern;nuclear;information	tool steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0012_plain_grinder			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0013_reinforced_scrap	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	14	industrial;modern;nuclear;information	mild steel	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0013_reinforced_scrap			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0014_reinforced_hammer	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	15	industrial;modern;nuclear;information	cast iron	Holdable		industrial_tools	true		parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0014_reinforced_hammer			9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_tools_repair_machinery_0015_reinforced_wrench	shared-industrialised	Tools, repair and machinery	Items/tools-repair-machinery.items.tsv	16	industrial;modern;nuclear;information	oak	Holdable		industrial_tools	true	salvage	parsed;production-unreviewed	Holdable	craft_industrialised_tools_repair_machinery_0015_reinforced_wrench		industrialised_tools_repair_machinery_0001_plain_scrap	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
