uniqueReference,sdesc,fdesc
medieval_jain_white_shoulder_wrap,a white cotton shoulder wrap,"This white cotton shoulder wrap is a plain rectangular cloth made to cover the upper body in a modest drape. The cotton is light and uncoloured, with neat edges and no visible decoration. It sits quietly over a robe or lower cloth, reinforcing a spare white-clad appearance."
medieval_buddhist_plain_underrobe,a plain hemp monastic underrobe,"This plain hemp monastic underrobe is a straight, cross-wrapped robe with close sleeves and a practical hem. The hemp is sturdy, dull, and lightly textured, giving the garment a subdued working surface. It is meant to sit beneath a kasaya or mantle, with no decoration competing with the outer cloth."
medieval_buddhist_patched_kasaya,a patched cotton kasaya,"This patched cotton kasaya is a rectangular mantle built from many sewn panels. The cotton pieces are arranged in a deliberate grid, with seams forming a visible patchwork field across the cloth. It drapes over the shoulder and upper body, looking formal through pattern and construction rather than luxury."
medieval_buddhist_nun_robe,a dark hemp nun robe,"This dark hemp nun robe is a plain wrapped garment with long sleeves and a full, modest body. The hemp is firm and matte, with a darkened surface that hides wear better than pale cloth. Its lines are simple and practical, leaving the robe suited to layered monastic dress."
medieval_buddhist_formal_kesa,a fine silk kesa mantle,"This fine silk kesa mantle is a rectangular patchwork garment made from smooth, carefully joined panels. The silk has a muted ceremonial sheen, and the panel layout gives the cloth a measured, gridded order. It is worn as an outer mantle, more formal than a common kasaya but still defined by patchwork construction."
medieval_buddhist_travelling_mantle,a dark wool monastic travelling mantle,"This dark wool monastic travelling mantle is a broad outer cloth for sheltering a robe on the road. The wool is plain and serviceable, falling in wide folds over the shoulders and down the back. Its shape is practical and unornamented, closer to a traveller’s wrap than a formal temple mantle."
medieval_buddhist_black_monastic_robe,a black hemp monastic robe,"This black hemp monastic robe is a straight wrapped garment with close sleeves and a plain collar line. The hemp has a dry, matte surface, darkened into a sober black without decorative contrast. Its cut is practical and restrained, keeping the focus on length, folds, and simplicity."
medieval_daoist_cross_collar_robe,a dark cotton Daoist robe,"This dark cotton Daoist robe is cut with a cross-collar front, long sleeves, and a straight body. The cotton is plain and smooth, allowing the overlapping collar and tied closure to define the garment. It looks formal but not lavish, suited to a religious specialist rather than court display."
medieval_daoist_cloud_sleeved_robe,a fine $colour cloud-sleeved robe,"This fine $colour cloud-sleeved robe is a silk ritual garment with broad sleeves and a loose cross-collar body. The sleeves spread widely from the arm, making the $colour silk fall in soft ceremonial folds. Its shape is more expansive than an ordinary robe, giving the garment a deliberate temple-formal presence."
medieval_daoist_ritual_cap,a black cloth ritual cap,"This black cloth ritual cap is a compact headpiece made from stiffened cotton panels. The shape is neat and angular, with a dark surface that sits close to the head. It is modest in scale but clearly formal, adding a precise finish to a robe without bright decoration."
medieval_shinto_white_joe_robe,a white hemp jōe robe,"This white hemp jōe robe is a pale ceremonial garment with a straight body and broad, courtly sleeves. The hemp is clean and carefully finished, giving the robe a crisp surface despite its simple colour. Its shape recalls formal court dress, but the lack of pattern keeps it restrained and shrine-focused."
medieval_shinto_priest_hakama,a pair of white shrine hakama,"These white shrine hakama are broad pleated trousers with a full, skirt-like fall. The hemp cloth is pale and crisp, holding the pleats in clean vertical lines. Their breadth and colour make them visibly ceremonial rather than ordinary work hakama."
medieval_shinto_priest_eboshi,a black lacquered eboshi,"This black lacquered eboshi is a tall, folded headpiece with a crisp upright silhouette. The silk body is stiffened and darkened to a smooth black surface, keeping its shape above the brow. It looks formal and courtly, pairing with shrine robes without needing additional ornament."
medieval_shinto_miko_white_kosode,a white hemp shrine kosode,"This white hemp shrine kosode is a short-sleeved robe with a straight wrapped front and narrow body. The hemp is pale, clean, and simply finished, showing little beyond the collar line and sleeve openings. It forms a modest upper layer for shrine service rather than a fashionable court garment."
medieval_shinto_miko_red_hakama,a pair of red shrine hakama,"These red shrine hakama are broad pleated trousers made to fall in long, straight folds. The hemp cloth is dyed a clear red, making the lower garment stand out sharply beneath a white kosode. Their pleats and fullness give them a formal shrine-service outline while remaining practical to move in."
medieval_steppe_ritual_felt_coat,a felt-lined ritual coat,"This felt-lined ritual coat is a long front-opening garment with loose sleeves and a practical steppe cut. Dense felt gives it body and warmth, while the outer surface remains plain enough to resemble travelling clothing. Its ritual character comes from its deliberate use as a special outer layer rather than from metal fittings or carried objects."
medieval_steppe_ritual_fur_cap,a fur-trimmed ritual cap,"This fur-trimmed ritual cap is a warm headpiece with a soft crown and a thick band around the brow. The fur gives the cap a rough, animal-textured edge, contrasting with the simpler cloth or felt of the crown. It is visually suited to cold open country and to a specialist set apart by distinctive winter headwear."
medieval_steppe_ritual_sash,a braided wool ritual sash,"This braided wool ritual sash is a sturdy belt-like length of woven cloth with a visibly twisted structure. Its surface is rough and practical, with ends that hang plainly once tied. It adds a marked band across a robe or coat without claiming pockets, tools, or other unsupported functions."
medieval_annular_bronze_brooch,a bronze annular brooch,"This bronze annular brooch is shaped as a plain circular ring with a slim pin crossing the opening. The surface is modestly polished, with most of its detail in the clean curve and the slight flattening around the pin hinge. It is sized to sit visibly at a shoulder or chest over a cloak, mantle, or heavy outer layer."
medieval_penannular_bronze_brooch,a bronze penannular brooch,"This bronze penannular brooch forms an open ring with two slightly thickened terminals and a long movable pin. Fine filing marks show around the ends, while the broader front catches light when worn over wool. Its shape gives a clear cloak-fastening appearance without relying on any hidden mechanism."
medieval_pair_oval_brooches,a pair of bronze oval brooches,"These bronze oval brooches are made as a matched pair, each with a domed face and a narrow back pin. The surfaces carry shallow raised lines that break up the polished metal without making them overly ornate. They are visually suited to being worn symmetrically over a strap dress or front-hanging garment layer."
medieval_plain_bronze_cloak_pin,a plain bronze cloak pin,"This plain bronze cloak pin is a straight, practical fastening piece with a narrow shaft and slightly broader head. Its metal has a muted brown-gold sheen, with no decoration beyond the worked tip and smoothed edges. It reads as a humble outerwear fitting rather than a jewel or badge."
medieval_iron_cloak_pin,an iron cloak pin,"This iron cloak pin is dark, narrow, and plainly forged, with a simple head and a tapering point. The metal is sturdy rather than elegant, showing faint hammering and a workmanlike finish. It suits rough wool, patched cloaks, and road clothing where visible utility matters more than display."
medieval_bronze_mounted_leather_belt,a leather belt with bronze mounts,"This leather belt is fitted with small bronze mounts set at intervals along the strap. The leather is broad enough to show its grain, while the metal pieces give it a stronger and more prosperous look. It is decorative waistwear and does not imply pockets, hooks, or storage beyond its visible belt form."
medieval_silver_mounted_leather_belt,a fine silver-mounted belt,"This fine leather belt is set with small silver mounts and a neatly finished buckle. The strap is smooth and carefully edged, with the pale metal standing out against the darker leather. It presents wealth and care in dress without suggesting any hidden attachments or carried goods."
medieval_tablet_woven_garters,a pair of $colour tablet-woven garters,"These $colour tablet-woven garters are narrow wool bands with a firm, patterned structure. Each strip is long enough to wrap neatly around the leg, with cleanly finished ends that can lie flat against hose or chausses. The $colour tone shows best across the raised weave and makes them more refined than plain work ties."
medieval_wool_leg_ties,a pair of $colour wool leg ties,"These $colour wool leg ties are simple narrow lengths of woven cloth, made for binding loose lower-leg layers into a tidy line. The weave is plain and slightly springy, with ends that show minor fraying from use. Their $colour appearance is practical and understated, suited to common travel or labour clothing."
medieval_linen_headband,a $colour linen headband,"This $colour linen headband is a narrow strip of folded cloth with lightly hemmed edges. It is simple enough for work wear, keeping its shape through neat creases rather than stiffness. The $colour dye is plain and even across the band."
medieval_silk_hair_ribbon,a fine $colour silk hair ribbon,"This fine $colour silk hair ribbon is a narrow, smooth strip with a soft sheen and delicate folded edges. It is light enough to trail from tied hair or a small head arrangement without adding bulk. The $colour surface gives it a refined decorative quality suited to elite or formal dress."
medieval_silk_robe_sash,a fine $colour silk robe sash,"This fine $colour silk robe sash is long, smooth, and lightly weighted so it can lie in clean folds at the waist. The edges are carefully turned, and the fabric has enough sheen to mark it as a dressier layer. Its $colour surface is meant for visible contrast over robes, caftans, or formal gowns."
medieval_woven_kosode_sash,a $colour woven kosode sash,"This $colour woven kosode sash is a narrow, straight length of fabric with a firm hand and flat selvages. It is simpler and less formal than later elaborate waist sashes, with its effect coming from tidy wrapping rather than ornament. The $colour dye gives a clear band of contrast against a robe."
medieval_hemp_waist_cord,a plaited hemp waist cord,"This plaited hemp waist cord is made from coarse fibres twisted into a narrow, durable line. The surface is dry and slightly rough, with simple knotted ends and no metal fittings. It is a humble waist binding and carries no implication of attachments, storage, or rank."
medieval_cotton_waist_cord,a white cotton waist cord,"This white cotton waist cord is a soft, narrow length of twisted cotton with plain finished ends. It is lighter and cleaner-looking than hemp cord, suited to warm-climate linen or cotton layers. The cord reads as a modest binding rather than a display belt."
medieval_glass_bead_necklace,a glass bead necklace,"This necklace is strung with small glass beads of mixed muted tones, each bead catching light along its rounded edge. The strand is simple and close enough to sit at the base of the throat. It gives colour and trade-good texture without becoming a formal jewel."
medieval_amber_bead_necklace,an amber bead necklace,"This amber bead necklace is made from warm translucent beads, each polished into a rounded or slightly irregular shape. The colour varies from honey to darker resinous brown, giving the strand a natural depth. It is a conspicuous but still wearable sign of northern trade and household wealth."
medieval_shell_bead_necklace,a shell bead necklace,"This shell bead necklace is strung from pale, smoothed shell pieces with a faint natural lustre. The beads are irregular enough to show their organic origin, but they have been worked into a comfortable line. It suits coastal and trade-linked dress without suggesting any ritual or magical purpose."
medieval_bronze_armlet,a bronze armlet,"This bronze armlet is a curved band of metal with slightly rounded edges and a plain polished face. It is sturdy enough to hold its shape, with no sharp projections or hanging elements. The warm bronze colour makes it visible against sleeves or bare skin."
medieval_bronze_bracelets,a pair of bronze bracelets,"These bronze bracelets are a matched pair of simple rounded bands with smoothed inner faces. The metal is polished but not precious, giving them a warm muted shine. They are decorative wristwear suited to everyday prosperity rather than formal court display."
medieval_bronze_bangles,a pair of bronze bangles,"These bronze bangles are circular, smooth, and slightly heavier than narrow bracelets. Their plain rounded surfaces make the metal itself the main ornament. They are suited to layered jewellery looks without relying on gems or written markings."
medieval_bronze_anklets,a pair of bronze anklets,"These bronze anklets are made as a pair of smooth metal rings sized for the lower leg. The bronze is plainly finished, with enough weight to look substantial without being ostentatious. They are decorative worn ornaments and do not include bells, charms, or other carried fittings."
medieval_silver_earrings,a pair of silver earrings,"These silver earrings are a matched pair of small curved ornaments with bright polished surfaces. Their form is restrained, relying on the clean metal and neat symmetry rather than large stones. They add a clear note of wealth while remaining general enough for many local styles."
medieval_simple_bronze_ring,a simple bronze finger ring,"This simple bronze finger ring is a narrow band with a smoothed inner face and a plain rounded outside. The metal is modest and workmanlike, showing small variations from hand finishing. It is visible personal adornment without any seal, inscription, or hidden function."
medieval_fine_silver_ring,a fine silver finger ring,"This fine silver finger ring is a cleanly made band with a bright surface and a slightly raised outer curve. Its edges are even, and the polish makes it stand out against the hand. The ring is decorative rather than a signet or mechanically meaningful seal."
medieval_bone_hairpin,a bone hairpin,"This bone hairpin is slender, pale, and smoothly polished, with a simple rounded head. The shaft is narrow enough to disappear partly into hair, while the worked top remains visible. It is a practical ornament and fastening piece without carving or precious decoration."
medieval_bronze_hairpin,a bronze hairpin,"This bronze hairpin has a slim shaft and a small shaped head with a muted metallic sheen. The surface is smooth, with only minor filing marks near the tip. It gives a modest decorative accent to dressed hair without becoming elaborate jewellery."
medieval_silver_hairpins,a pair of silver hairpins,"These silver hairpins are a matched pair of slender pins with bright polished heads. Their long shafts are plain and neat, leaving the silver tips as the visible ornament. They are refined hair adornments suited to formal dress, not hidden tools or weapons."
medieval_tablet_woven_belt,a $colour tablet-woven belt,"This $colour tablet-woven belt is a firm narrow band with a tight patterned structure and neat edges. The wool is compact rather than bulky, giving the belt enough body to lie flat around the waist. The $colour dye and visible weave make it a small but noticeable textile display."
medieval_decorated_leather_girdle,a decorated leather girdle,"This decorated leather girdle is a narrow waist strap with careful edging and small tooled details along its length. The leather is supple and smooth, intended to hang cleanly over a gown or kirtle. It is ornamental waistwear and does not promise storage, attachments, or mechanical support."
medieval_travel_wool_cloak,a weather-stained $colour wool travel cloak,"This weather-stained $colour wool travel cloak is cut full enough to wrap over the shoulders and upper body. The wool shows worn folds, dulled edges, and a practical weight suited to road use. Its $colour surface looks faded and serviceable rather than courtly or ceremonial."
medieval_broad_brim_felt_hat,a broad-brim $colour felt travel hat,"This broad-brim $colour felt travel hat has a low crown and a wide soft brim. The felt is dense but flexible, with slight waviness where it has been handled and packed. The $colour shade is plain enough for road wear while still reading as deliberate headgear."
medieval_travel_wool_gaiters,a pair of $colour wool travel gaiters,"These $colour wool travel gaiters are shaped as lower-leg coverings with simple ties along the side. The wool is thicker than ordinary leg ties, with reinforced edges where the cloth meets footwear. Their $colour surface gives a practical layer for road dust and rough ground."
medieval_oiled_linen_rain_cape,an oiled linen rain cape,"This linen rain cape has a slightly darkened, oiled-looking surface and a simple shoulder-draped cut. The cloth is lighter than wool but stiffer from its finish, falling in broad practical folds. It reads as weather-facing outerwear without claiming special waterproof mechanics."
medieval_shepherds_hooded_cloak,a rough $colour shepherd's cloak,"This rough $colour shepherd's cloak is heavy, hooded, and cut to hang well below the waist. The wool is coarse, with a thick nap and broad folds that make it look suited to open fields. The $colour dye is plain and uneven enough to feel rural without becoming deliberately ragged."
medieval_rough_felt_herder_hat,a rough felt herder's hat,"This rough felt herder's hat has a simple crown and a worn, uneven brim. The felt is dense and plain, with a slightly lumpy surface from hand shaping. It is practical rural headwear rather than a court cap or formal town hat."
medieval_fisher_headcloth,a $colour fisher's headcloth,"This $colour fisher's headcloth is a square of linen folded to sit close around the hair and brow. The edges are simply hemmed, and the cloth has the light creasing of a practical work covering. Its $colour surface is plain and washable, suited to damp labour rather than display."
medieval_short_boatmans_tunic,a short $colour boatman's tunic,"This short $colour boatman's tunic is cut above the knee, with modest side openings and sleeves kept clear of the wrist. The wool is plain and sturdy, made for movement rather than warmth alone. The $colour dye sits evenly across a garment meant for wet work and cramped footing."
medieval_rope_soled_hemp_sandals,a pair of rope-soled hemp sandals,"These hemp sandals have rope-like soles and simple woven straps across the foot. The fibre is rough, pale, and plainly twisted, giving the sandals a light but workmanlike appearance. They are humble footwear for warm or wet work rather than fine town shoes."
medieval_leather_hawking_glove,a single leather hawking glove,"This single leather hawking glove is long through the wrist, with a heavier palm and a smooth outer back. The leather is supple but thick, showing careful stitching around the fingers and cuff. It is visibly specialised outdoor clothing, not a weapon or animal-handling tool by itself."
medieval_rough_wool_gaiters,a pair of rough $colour wool gaiters,"These rough $colour wool gaiters are plain lower-leg coverings with thick hems and visible tie points. The fabric looks coarse and hard-worn, with a few uneven patches in the weave. Their $colour shade is deliberately dull, fitting mud, yard work, and long walking."
medieval_patched_wool_cloak,a patched $colour wool cloak,"This patched $colour wool cloak is made from worn fabric reinforced with several visible repairs. The edges are uneven but functional, and the patchwork breaks up the original line of the cloth. Its $colour surface is faded and humble, marking it as a hard-used outer layer."
medieval_stablehand_wool_cap,a $colour stablehand's wool cap,"This $colour stablehand's wool cap is close-fitting, soft, and simply seamed. The wool has a slightly fuzzy surface, giving it warmth without looking fine or expensive. Its $colour tone is ordinary and practical for yard work or cart service."
medieval_cart_driver_wool_coat,a belted $colour cart driver's coat,"This belted $colour cart driver's coat is a front-opening wool layer cut long enough to cover the hips. The sleeves are practical and the skirt has enough room for walking, riding, or climbing onto a cart. The $colour wool is plain, with the belt line giving it a tidy working shape."
medieval_plain_service_gown,a plain $colour service gown,"This plain $colour service gown is cut from straight wool panels with a modest neck and simple sleeves. The hem is practical rather than trailing, and the seams are made for wear rather than display. Its $colour cloth is clean enough for household service but not fine enough for court dress."
medieval_tucked_work_kirtle,a tucked $colour work kirtle,"This tucked $colour work kirtle is a practical wool garment with its skirt arranged to sit higher and freer than a courtly gown. The sleeves are narrow enough for labour, and the waist can be controlled by a sash or cord. The $colour fabric remains plain, emphasizing use and movement."
medieval_large_linen_work_apron,a large $colour linen work apron,"This large $colour linen work apron is made from a broad rectangular panel with simple ties. The linen is sturdy and washable-looking, falling over the front of the body in clean practical folds. Its $colour surface is plain enough for kitchens, laundry, and other household labour."
medieval_linen_laundry_headcloth,a $colour laundry headcloth,"This $colour laundry headcloth is a folded linen covering meant to sit securely around the hair. The cloth is light but closely woven, with a simple hem and no decorative border. Its $colour dye is modest and suited to damp, practical work."
medieval_short_service_tunic,a short $colour service tunic,"This short $colour service tunic is cut for easy movement, with a plain round neck and sturdy sleeves. The hem falls high enough to keep clear of steps, yards, and kitchen work. Its $colour wool is tidy but unadorned, marking it as working dress rather than field rags."
medieval_household_work_sash,a $colour household work sash,"This $colour household work sash is a narrow wool band with plain edges and enough length to tie securely. It gives shape to a loose tunic, gown, or robe without adding ornament. The $colour cloth is practical and subdued, suitable for ordinary service work."
medieval_kitchen_sleeve_ties,a pair of $colour kitchen sleeve ties,"These $colour kitchen sleeve ties are narrow strips of linen made to bind or gather fabric near the forearms. The edges are simply finished, and the cloth has the softened look of repeated laundering. Their $colour shade is plain, emphasizing cleanliness and practical control of sleeves."
medieval_scullion_linen_coif,a $colour scullion's linen coif,"This $colour scullion's linen coif is close-fitting, with ties under the chin and a plain rounded crown. The linen is light and washable-looking, with no embroidery or fine trim. Its $colour surface makes it serviceable headwear for kitchens and busy households."
medieval_leather_stable_apron,a leather stable apron,"This leather stable apron is a plain protective front layer with a broad body and simple waist ties. The leather is thick enough to look durable, with scuffs and creases across the lower panel. It is worn clothing for dirty yard work, not a tool belt or storage apron."
medieval_inn_workers_wool_hood,a $colour inn worker's wool hood,"This $colour inn worker's wool hood has a short shoulder cape and a close face opening. The wool is plain but tidy, giving a warmer service layer than a cap or coif. Its $colour cloth suits public-facing work without suggesting formal livery."
medieval_student_wool_gown,a plain $colour student gown,"This plain $colour student gown is a long wool garment with straight sleeves and an unadorned fall. The cut is sober and practical, covering most ordinary clothing beneath it. Its $colour fabric is respectable but restrained, fitting study or clerical town life rather than court display."
medieval_master_scholar_gown,a sober $colour scholar's gown,"This sober $colour scholar's gown is long, full, and carefully made from good wool. The sleeves fall cleanly, and the body has enough breadth to drape with learned dignity rather than workroom tightness. The $colour shade is rich but controlled, suggesting standing without theatrical ornament."
medieval_physician_wool_gown,a long $colour physician's gown,"This long $colour physician's gown is a dignified wool garment with full sleeves and a straight, weighty fall. The seams are neat and the cloth is better than ordinary work wear, but it avoids embroidery or official insignia. Its $colour tone gives it a sober professional presence."
medieval_notary_wool_gown,a neat $colour notary's gown,"This neat $colour notary's gown is cut cleanly, with modest sleeves and a tidy hem. The wool is good enough to show status but not so rich as to look noble or ceremonial. The $colour surface gives a restrained professional look suitable for writing desks, courts, and town offices."
medieval_lined_scholars_hood,a lined $colour scholar's hood,"This lined $colour scholar's hood has a close face opening and a short shoulder fall. The wool exterior is smooth, while the lining adds enough body to make the folds sit neatly. The $colour fabric gives it a more formal look than an ordinary work hood."
medieval_plain_black_skullcap,a plain black skullcap,"This plain black skullcap is small, close-fitting, and made from dark wool. Its shape is simple and rounded, with no embroidery, badge, or written mark. It gives a sober head-covering option for learned or clerical dress without making a culture-specific claim."
medieval_sober_lecture_mantle,a sober $colour lecture mantle,"This sober $colour lecture mantle is a broad wool outer layer with a controlled drape and plain finished border. It is less martial and less courtly than a display cloak, relying on clean cloth and measured folds. The $colour shade is dignified without being bright or festive."
medieval_fine_scholars_cap,a fine $colour scholar's cap,"This fine $colour scholar's cap is a small shaped wool cap with a neat crown and clean lower edge. The cloth is smooth and carefully finished, giving it more presence than a work cap. The $colour tone makes it suitable for learned public dress without implying a specific degree or office."
medieval_child_wool_tunic,a small $colour child's wool tunic,"This small $colour child's wool tunic is cut simply, with straight sleeves and a short practical hem. The wool is plain and sturdy, built like adult common clothing scaled down in bulk. Its $colour fabric is ordinary and suited to daily household or street wear."
medieval_child_linen_shift,a small $colour child's linen shift,"This small $colour child's linen shift is a light undergarment with a simple neck and loose sleeves. The linen is soft and plain, with seams kept unobtrusive for wear beneath heavier layers. The $colour tone is modest and even across the small panels."
medieval_child_leather_shoes,a pair of small leather child's shoes,"These small leather child's shoes are soft, low, and simply stitched. The soles are thin compared with adult work shoes, and the uppers show modest shaping around the foot. They are ordinary child-sized footwear without ornament or hidden fittings."
medieval_child_wool_cloak,a small $colour child's wool cloak,"This small $colour child's wool cloak is a short outer layer with enough fullness to wrap around narrow shoulders. The wool is plain and warm-looking, with a simple finished edge and no heavy trim. Its $colour dye matches common clothing more than formal display."
medieval_apprentice_work_tunic,a short $colour apprentice's tunic,"This short $colour apprentice's tunic is cut for movement, with plain sleeves and a modest hem. The wool is sturdy but not fine, suited to errands, workshops, and household labour. The $colour cloth gives it a tidy working look without any badge or formal guild mark."
medieval_apprentice_linen_cap,a $colour apprentice's linen cap,"This $colour apprentice's linen cap is light, close-fitting, and simply seamed. The linen is plain and easy to launder, with no ornament or rank sign. Its $colour surface suits a young worker or trainee more than a prosperous master."
medieval_child_silk_court_robe,a small fine $colour silk court robe,"This small fine $colour silk court robe is cut from smooth fabric with a careful straight fall and neat sleeve openings. The garment is sized for a child but made with the same attention as elite adult dress. The $colour silk gives it a bright, formal presence without needing jewellery or insignia."
medieval_apprentice_canvas_apron,a $colour apprentice's canvas apron,"This $colour apprentice's canvas apron is a plain front layer with simple ties and a hard-wearing weave. The canvas is thicker than linen and sits flat over a tunic or kirtle. Its $colour surface is practical and unmarked, avoiding any claim of a formal guild uniform."
