category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_silver_guild_badge,a silver guild badge,badge,silver,Tiny,Good,24.0,80.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Merchant Jewellery,,,"A silver guild badge has a public face and a practical back, the two sides plainly made for different jobs. Pale silver brightened at its raised surfaces forms the visible body, with a face broad enough to carry a clear visible device set where it will show against cloth. The worked parts of the silver guild badge are decorative, but none suggest a moving catch or concealed compartment. The piece would signal merchant taste while remaining straightforward jewellery."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_copper_love_badge,a copper love badge,badge,copper,Tiny,Standard,18.0,10.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Commoner Jewellery,,,"A copper love badge is broad enough to read from a short distance but still small enough for personal dress. The material shows as warm reddish copper darkened in the recesses, with handling marks gathered near the fastening points. Small handling marks cross the copper love badge unevenly, especially where it would brush cloth or skin. The copper love badge is meant to be noticed in wear, but nothing about it implies armour or magic."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_enamel_civic_badge,an enamel civic badge,badge,enamel,Tiny,Good,26.0,90.0m,Holdable; Wear_Badge; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Merchant Jewellery,,,"An enamel civic badge is broad enough to read from a short distance but still small enough for personal dress. The material shows as enamel, with handling marks gathered near the fastening points. The hidden side of the enamel civic badge is plainer, so attention stays on a face broad enough to carry a clear visible device and the visible finish. The enamel civic badge carries value through visible material and workmanship, not through hidden mechanism."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_gilded_bronze_badge,a gilded bronze badge,badge,gilded bronze,Tiny,Good,28.0,110.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Luxury Jewellery,,,"A gilded bronze badge has a public face and a practical back, the two sides plainly made for different jobs. Bronze showing through a thin golden surface at nicks and bends forms the visible body, with a face broad enough to carry a clear visible device set where it will show against cloth. The worked parts of the gilded bronze badge are decorative, but none suggest a moving catch or concealed compartment. The gilded bronze badge is meant to be noticed in wear, but nothing about it implies armour or magic."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_small_lead_token_badge,a small lead token badge,badge,lead,Tiny,Standard,20.0,6.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Commoner Jewellery,,,"A small lead token badge is broad enough to read from a short distance but still small enough for personal dress. The material shows as lead, with handling marks gathered near the fastening points. Rubbing has brightened the exposed parts of the small lead token badge without making it look neglected. The piece would signal commoner taste while remaining straightforward jewellery."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_motif_court_badge,a $motif court badge,badge,silver-gilt,Tiny,Good,30.0,240.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal; Variable_JewelleryMotif,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Court Jewellery,,,"A $motif court badge has a public face and a practical back, the two sides plainly made for different jobs. Gold-washed silver, brighter on the raised places and paler at worn edges forms the visible body, with the selected motif set into the outward-facing surface set where it will show against cloth. The hidden side of the $motif court badge is plainer, so attention stays on the selected motif set into the outward-facing surface and the visible finish. The piece would signal courtly taste while remaining straightforward jewellery."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_shape_brass_badge,a $shape brass badge,badge,brass,Tiny,Good,24.0,30.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal; Variable_JewelleryShape,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Professional Jewellery,,,"A $shape brass badge is broad enough to read from a short distance but still small enough for personal dress. The material shows as yellow brass polished brighter on the edges, with handling marks gathered near the fastening points. Small handling marks cross the $shape brass badge unevenly, especially where it would brush cloth or skin. The piece would signal professional or guild taste while remaining straightforward jewellery."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_mother_of_pearl_badge,a mother-of-pearl badge,badge,mother-of-pearl,Tiny,Good,20.0,80.0m,Holdable; Wear_Badge; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Luxury Jewellery,,,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A face broad enough to carry a clear visible device gives the face definition, while the reverse remains plain and workmanlike. The worked parts of the mother-of-pearl badge are decorative, but none suggest a moving catch or concealed compartment. The mother-of-pearl badge is meant to be noticed in wear, but nothing about it implies armour or magic."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_niello_silver_badge,a niello silver badge,badge,silver,Tiny,Good,26.0,125.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Luxury Jewellery,,,"A niello silver badge has a public face and a practical back, the two sides plainly made for different jobs. Pale silver brightened at its raised surfaces forms the visible body, with visible niello detail worked into the public face set where it will show against cloth. The worked parts of the niello silver badge are decorative, but none suggest a moving catch or concealed compartment. The niello silver badge is meant to be noticed in wear, but nothing about it implies armour or magic."
"Brooches, pins, badges, and fasteners",medieval_jewellery_badge_gold_household_badge,a gold household badge,badge,gold,Tiny,Good,30.0,420.0m,Holdable; Wear_Badge; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Noble Jewellery,,,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A face broad enough to carry a clear visible device gives the face definition, while the reverse remains plain and workmanlike. Rubbing has brightened the exposed parts of the gold household badge without making it look neglected. The gold household badge reads as noble adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_bronze_hairpin,a bronze hairpin,hairpin,bronze,Tiny,Standard,18.0,18.0m,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,,,"A bronze hairpin is made for the hair or the side of the head, where balance matters as much as ornament. Brown-gold bronze with rubbed high points is worked into the visible end, while the gripping part is simpler and more direct. The hidden side of the bronze hairpin is plainer, so attention stays on a narrow working end and a more decorative visible head and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silver_hairpin,a silver hairpin,hairpin,silver,Tiny,Good,16.0,65.0m,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Merchant Jewellery,,,"A silver hairpin is made for the hair or the side of the head, where balance matters as much as ornament. Pale silver brightened at its raised surfaces is worked into the visible end, while the gripping part is simpler and more direct. Rubbing has brightened the exposed parts of the silver hairpin without making it look neglected. The silver hairpin leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_gold_hairpin,a gold hairpin,hairpin,gold,Tiny,Good,16.0,260.0m,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Noble Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Deep yellow gold with a warm, steady shine gives the visible portion its colour, and the working end is kept clean of fussy decoration. The worked parts of the gold hairpin are decorative, but none suggest a moving catch or concealed compartment. The gold hairpin leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_jade_hairpin,a jade hairpin,hairpin,jade,Tiny,Good,20.0,140.0m,Holdable; Wear_Hairpin; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. A narrow working end and a more decorative visible head keeps the ornament from looking like an ordinary fastening. Rubbing has brightened the exposed parts of the jade hairpin without making it look neglected. The jade hairpin reads as wealthy adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_tortoiseshell_hairpin,a tortoiseshell hairpin,hairpin,tortoiseshell,Tiny,Good,12.0,70.0m,Holdable; Wear_Hairpin; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Tortoiseshell mottled between honey, brown, and smoke-dark patches gives the visible portion its colour, and the working end is kept clean of fussy decoration. Close inspection of the tortoiseshell hairpin shows small tool marks rather than cast-perfect smoothness. The piece would signal wealthy taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_bamboo_hairpin,a bamboo hairpin,hairpin,bamboo,Tiny,Standard,8.0,8.0m,Holdable; Wear_Hairpin; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,,,"A bamboo hairpin is made for the hair or the side of the head, where balance matters as much as ornament. Smooth bamboo with the joints left subtly visible is worked into the visible end, while the gripping part is simpler and more direct. The worked parts of the bamboo hairpin are decorative, but none suggest a moving catch or concealed compartment. The bamboo hairpin is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_silver_hairpins,a pair of silver hairpins,hairpin,silver,Tiny,Good,32.0,140.0m,Holdable; Wear_Hairpins; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. A narrow working end and a more decorative visible head keeps the ornament from looking like an ordinary fastening. Small handling marks cross the pair of silver hairpins unevenly, especially where it would brush cloth or skin. The piece would signal wealthy taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_jade_hairpins,a pair of jade hairpins,hairpin,jade,Tiny,Good,36.0,260.0m,Holdable; Wear_Hairpins; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Green jade smoothed to a cool waxy finish gives the visible portion its colour, and the working end is kept clean of fussy decoration. The hidden side of the pair of jade hairpins is plainer, so attention stays on a narrow working end and a more decorative visible head and the visible finish. The pair of jade hairpins is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_boxwood_hair_comb,a boxwood hair comb,comb,boxwood,VerySmall,Standard,25.0,20.0m,Holdable; Wear_Hair_Comb; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. A narrow working end and a more decorative visible head keeps the ornament from looking like an ordinary fastening. Fine wear gathers around the comb's highest places, leaving a narrow working end and a more decorative visible head easier to pick out. The boxwood hair comb reads as ordinary market adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_tortoiseshell_hair_comb,a tortoiseshell hair comb,comb,tortoiseshell,VerySmall,Good,22.0,110.0m,Holdable; Wear_Hair_Comb; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"A tortoiseshell hair comb would sit among hair, veil, or headcloth rather than hang freely. The public surface is polished more carefully than the hidden side, and the material reads as tortoiseshell mottled between honey, brown, and smoke-dark patches. The worked parts of the tortoiseshell hair comb are decorative, but none suggest a moving catch or concealed compartment. The tortoiseshell hair comb carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_mother_of_pearl_comb,a mother-of-pearl comb,comb,mother-of-pearl,VerySmall,Good,24.0,120.0m,Holdable; Wear_Hair_Comb; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Mother-of-pearl flashing softly under the surface gives the visible portion its colour, and the working end is kept clean of fussy decoration. Close inspection of the mother-of-pearl comb shows small tool marks rather than cast-perfect smoothness. The mother-of-pearl comb reads as wealthy adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_ivory_hair_combs,a pair of ivory hair combs,comb,ivory,VerySmall,Good,42.0,180.0m,Holdable; Wear_Hair_Combs; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"A pair of ivory hair combs is made for the hair or the side of the head, where balance matters as much as ornament. Close-grained ivory with a creamy, old polish is worked into the visible end, while the gripping part is simpler and more direct. Fine wear gathers around the comb's highest places, leaving a narrow working end and a more decorative visible head easier to pick out. The pair of ivory hair combs carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_gold_hair_ornament,a gold hair ornament,ornament,gold,Tiny,Good,20.0,320.0m,Holdable; Wear_Hair_Ornament; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Noble Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. A narrow working end and a more decorative visible head keeps the ornament from looking like an ordinary fastening. Rubbing has brightened the exposed parts of the gold hair ornament without making it look neglected. The gold hair ornament reads as noble adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silver_hair_plaque,a silver hair plaque,ornament,silver,Tiny,Good,22.0,95.0m,Holdable; Wear_Hair_Ornament; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"A silver hair plaque would sit among hair, veil, or headcloth rather than hang freely. The public surface is polished more carefully than the hidden side, and the material reads as pale silver brightened at its raised surfaces. Rubbing has brightened the exposed parts of the silver hair plaque without making it look neglected. The silver hair plaque feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_motif_hair_ornament,a $motif hair ornament,ornament,silver-gilt,Tiny,Good,24.0,240.0m,Holdable; Wear_Hair_Ornament; Destroyable_HeavyMetal; Variable_JewelleryMotif,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Court Jewellery,,,"A $motif hair ornament would sit among hair, veil, or headcloth rather than hang freely. The public surface is polished more carefully than the hidden side, and the material reads as gold-washed silver, brighter on the raised places and paler at worn edges. Close inspection of the $motif hair ornament shows small tool marks rather than cast-perfect smoothness. The $motif hair ornament feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silk_tied_hair_ornament,a silk-tied hair ornament,ornament,silk,Tiny,Standard,12.0,24.0m,Holdable; Wear_Hair_Ornament; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Silk cord with a soft light across its twist gives the visible portion its colour, and the working end is kept clean of fussy decoration. Rubbing has brightened the exposed parts of the silk-tied hair ornament without making it look neglected. The silk-tied hair ornament is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_lacquered_bamboo_hair_comb,a lacquered bamboo hair comb,comb,bamboo,VerySmall,Good,20.0,55.0m,Holdable; Wear_Hair_Comb; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Luxury Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. A narrow working end and a more decorative visible head keeps the ornament from looking like an ordinary fastening. Small handling marks cross the lacquered bamboo hair comb unevenly, especially where it would brush cloth or skin. The lacquered bamboo hair comb is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_bronze_temple_rings,a pair of bronze temple rings,ring,bronze,VerySmall,Standard,42.0,28.0m,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,,,"The piece narrows or curves where it must hold, then broadens into the part meant to be seen. Small side loops arranged to frame the face rather than hang low keeps the ornament from looking like an ordinary fastening. Rubbing has brightened the exposed parts of the pair of bronze temple rings without making it look neglected. The pair of bronze temple rings carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_silver_temple_rings,a pair of silver temple rings,ring,silver,VerySmall,Good,40.0,120.0m,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Luxury Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Pale silver brightened at its raised surfaces gives the visible portion its colour, and the working end is kept clean of fussy decoration. Fine wear gathers around the ring's highest places, leaving small side loops arranged to frame the face rather than hang low easier to pick out. The piece would signal wealthy taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_wire_temple_rings,a pair of wire temple rings,ring,copper,VerySmall,Standard,32.0,14.0m,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Commoner Jewellery,,,"A pair of wire temple rings would sit among hair, veil, or headcloth rather than hang freely. The public surface is polished more carefully than the hidden side, and the material reads as warm reddish copper darkened in the recesses. The hidden side of the pair of wire temple rings is plainer, so attention stays on small side loops arranged to frame the face rather than hang low and the visible finish. The pair of wire temple rings leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_pearl_temple_rings,a pair of pearl temple rings,ring,pearl,VerySmall,Good,34.0,170.0m,Holdable; Wear_Temple_Rings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Luxury Jewellery,,,"A pair of pearl temple rings would sit among hair, veil, or headcloth rather than hang freely. The public surface is polished more carefully than the hidden side, and the material reads as small pearls with uneven but gentle lustre. Fine wear gathers around the ring's highest places, leaving small side loops arranged to frame the face rather than hang low easier to pick out. The piece would signal wealthy taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_gilt_temple_rings,a pair of gilt temple rings,ring,gilded bronze,VerySmall,Good,44.0,130.0m,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Luxury Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Bronze showing through a thin golden surface at nicks and bends gives the visible portion its colour, and the working end is kept clean of fussy decoration. Close inspection of the pair of gilt temple rings shows small tool marks rather than cast-perfect smoothness. The pair of gilt temple rings leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pair_of_bead_hung_temple_rings,a pair of bead-hung temple rings,ring,glass,VerySmall,Standard,46.0,36.0m,Holdable; Wear_Temple_Rings; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,,,"There is a quiet asymmetry to the ornament, useful for placing it by touch. Coloured glass polished smooth enough to glow at the edges gives the visible portion its colour, and the working end is kept clean of fussy decoration. Small handling marks cross the pair of bead-hung temple rings unevenly, especially where it would brush cloth or skin. The pair of bead-hung temple rings is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_plain_brass_circlet,a plain brass circlet,circlet,brass,VerySmall,Good,70.0,46.0m,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,,,"A plain brass circlet is more about framing and status than bulk. The construction avoids armour-like coverage, keeping the ornament open, visible, and unmistakably decorative. The hidden side of the plain brass circlet is plainer, so attention stays on a stronger front line and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silver_circlet,a silver circlet,circlet,silver,VerySmall,Good,75.0,180.0m,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Luxury Jewellery,,,"The ornament has a clear front, and it is there that the maker has concentrated the polish and pattern. A stronger front line breaks the line before it runs away into plain side pieces. Rubbing has brightened the exposed parts of the silver circlet without making it look neglected. The piece would signal wealthy taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pearl_circlet,a pearl circlet,circlet,pearl,VerySmall,VeryGood,62.0,360.0m,Holdable; Wear_Circlet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Court Jewellery,,,"A pearl circlet is more about framing and status than bulk. The construction avoids armour-like coverage, keeping the ornament open, visible, and unmistakably decorative. The worked parts of the pearl circlet are decorative, but none suggest a moving catch or concealed compartment. The pearl circlet carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_gold_circlet,a gold circlet,circlet,gold,VerySmall,VeryGood,80.0,620.0m,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Noble Jewellery,,,"A gold circlet is shaped to frame the head without covering the face. The front carries the strongest detail in deep yellow gold with a warm, steady shine, while the sides are softened for wear with hair, cap, or veil. Small handling marks cross the gold circlet unevenly, especially where it would brush cloth or skin. The gold circlet is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_garnet_set_diadem,a garnet-set diadem,diadem,gold,VerySmall,VeryGood,95.0,820.0m,Holdable; Wear_Diadem; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Noble Jewellery,,,"A garnet-set diadem is more about framing and status than bulk. The construction avoids armour-like coverage, keeping the ornament open, visible, and unmistakably decorative. The hidden side of the garnet-set diadem is plainer, so attention stays on visible garnet detail worked into the public face and the visible finish. The garnet-set diadem feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_enamelled_diadem,an enamelled diadem,diadem,enamel,VerySmall,VeryGood,80.0,480.0m,Holdable; Wear_Diadem; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Court Jewellery,,,"An enamelled diadem is more about framing and status than bulk. The construction avoids armour-like coverage, keeping the ornament open, visible, and unmistakably decorative. The worked parts of the enamelled diadem are decorative, but none suggest a moving catch or concealed compartment. The enamelled diadem is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silver_gilt_coronet,a silver-gilt coronet,coronet,silver-gilt,Small,VeryGood,140.0,900.0m,Holdable; Wear_Coronet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Coronets; Market / Jewellery / Noble Jewellery,,,"The ornament has a clear front, and it is there that the maker has concentrated the polish and pattern. A stronger front line breaks the line before it runs away into plain side pieces. The worked parts of the silver-gilt coronet are decorative, but none suggest a moving catch or concealed compartment. The silver-gilt coronet feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_small_gold_coronet,a small gold coronet,coronet,gold,Small,VeryGood,150.0,1400.0m,Holdable; Wear_Coronet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Coronets; Market / Jewellery / Regalia,,,"The ornament has a clear front, and it is there that the maker has concentrated the polish and pattern. A stronger front line breaks the line before it runs away into plain side pieces. Rubbing has brightened the exposed parts of the small gold coronet without making it look neglected. The small gold coronet reads as regalia adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_court_crown,a court crown,crown,gold,Small,VeryGood,450.0,3500.0m,Holdable; Wear_Crown; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Crowns; Market / Jewellery / Regalia,,,"Worn high, this piece would alter the outline of the head more than it would weigh it down. Its material shows as deep yellow gold with a warm, steady shine, with plainer work where it would be hidden by hair or cloth. Close inspection of the court crown shows small tool marks rather than cast-perfect smoothness. The court crown leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_jade_forehead_ornament,a jade forehead ornament,ornament,jade,VerySmall,Good,28.0,160.0m,Holdable; Wear_Forehead_Ornament; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Forehead Ornaments; Market / Jewellery / Luxury Jewellery,,,"A jade forehead ornament is shaped to frame the head without covering the face. The front carries the strongest detail in green jade smoothed to a cool waxy finish, while the sides are softened for wear with hair, cap, or veil. Fine wear gathers around the ornament's highest places, leaving a stronger front line easier to pick out. The jade forehead ornament is meant to be noticed in wear, but nothing about it implies armour or magic."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_gold_forehead_pendant,a gold forehead pendant,ornament,gold,VerySmall,VeryGood,35.0,320.0m,Holdable; Wear_Forehead_Ornament; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Forehead Ornaments; Market / Jewellery / Noble Jewellery,,,"A gold forehead pendant is shaped to frame the head without covering the face. The front carries the strongest detail in deep yellow gold with a warm, steady shine, while the sides are softened for wear with hair, cap, or veil. Close inspection of the gold forehead pendant shows small tool marks rather than cast-perfect smoothness. The gold forehead pendant is meant to be noticed in wear, but nothing about it implies armour or magic."
