Tag name	Tag parent name	Tag hierarchy
Lens Grinding Dish	Lensmaking Tools	Lensmaking Tools / Lens Grinding Dish
Lens Polishing Lap	Lensmaking Tools	Lensmaking Tools / Lens Polishing Lap
Optician's Pitch Block	Lensmaking Tools	Lensmaking Tools / Optician's Pitch Block
Spectacle Riveting Pliers	Lensmaking Tools	Lensmaking Tools / Spectacle Riveting Pliers
Market		Market
Clothing	Market	Market / Clothing
Luxury Clothing	Clothing	Market / Clothing / Luxury Clothing
Military Uniforms	Clothing	Market / Clothing / Military Uniforms
Simple Clothing	Clothing	Market / Clothing / Simple Clothing
Standard Clothing	Clothing	Market / Clothing / Standard Clothing
Winter Clothing	Clothing	Market / Clothing / Winter Clothing
Communications	Market	Market / Communications
Courier Services	Communications	Market / Communications / Courier Services
Messenger Services	Communications	Market / Communications / Messenger Services
Postal Services	Communications	Market / Communications / Postal Services
Printed News	Communications	Market / Communications / Printed News
Telegraph Services	Communications	Market / Communications / Telegraph Services
Telephone Services	Communications	Market / Communications / Telephone Services
Construction Materials	Market	Market / Construction Materials
Brick	Construction Materials	Market / Construction Materials / Brick
Glass Panes	Construction Materials	Market / Construction Materials / Glass Panes
Lime	Construction Materials	Market / Construction Materials / Lime
Mortar	Construction Materials	Market / Construction Materials / Mortar
Roofing Materials	Construction Materials	Market / Construction Materials / Roofing Materials
Worked Stone	Construction Materials	Market / Construction Materials / Worked Stone
Worked Timber	Construction Materials	Market / Construction Materials / Worked Timber
Domestic Heating	Market	Market / Domestic Heating
Combustion Heating	Domestic Heating	Market / Domestic Heating / Combustion Heating
Electric Heating	Domestic Heating	Market / Domestic Heating / Electric Heating
Oil Heating	Domestic Heating	Market / Domestic Heating / Oil Heating
Entertainment	Market	Market / Entertainment
Cheap Entertainment	Entertainment	Market / Entertainment / Cheap Entertainment
Festival Entertainment	Entertainment	Market / Entertainment / Festival Entertainment
Luxury Entertainment	Entertainment	Market / Entertainment / Luxury Entertainment
Music Performance	Entertainment	Market / Entertainment / Music Performance
Sporting Entertainment	Entertainment	Market / Entertainment / Sporting Entertainment
Standard Entertainment	Entertainment	Market / Entertainment / Standard Entertainment
Theatre Performance	Entertainment	Market / Entertainment / Theatre Performance
Hospitality	Market	Market / Hospitality
Bathhouse Services	Hospitality	Market / Hospitality / Bathhouse Services
Luxury Lodging	Hospitality	Market / Hospitality / Luxury Lodging
Prepared Meals	Hospitality	Market / Hospitality / Prepared Meals
Common Meals	Prepared Meals	Market / Hospitality / Prepared Meals / Common Meals
Fine Dining	Prepared Meals	Market / Hospitality / Prepared Meals / Fine Dining
Simple Lodging	Hospitality	Market / Hospitality / Simple Lodging
Stabling Services	Hospitality	Market / Hospitality / Stabling Services
Standard Lodging	Hospitality	Market / Hospitality / Standard Lodging
Household Consumables	Market	Market / Household Consumables
Candlemaking Wax	Household Consumables	Market / Household Consumables / Candlemaking Wax
Cleaning Supplies	Household Consumables	Market / Household Consumables / Cleaning Supplies
Lamp Oil	Household Consumables	Market / Household Consumables / Lamp Oil
Toiletries	Household Consumables	Market / Household Consumables / Toiletries
Household Goods	Market	Market / Household Goods
Luxury Decorations	Household Goods	Market / Household Goods / Luxury Decorations
Luxury Furniture	Household Goods	Market / Household Goods / Luxury Furniture
Luxury Wares	Household Goods	Market / Household Goods / Luxury Wares
Simple Decorations	Household Goods	Market / Household Goods / Simple Decorations
Simple Furniture	Household Goods	Market / Household Goods / Simple Furniture
Simple Wares	Household Goods	Market / Household Goods / Simple Wares
Standard Decorations	Household Goods	Market / Household Goods / Standard Decorations
Standard Furniture	Household Goods	Market / Household Goods / Standard Furniture
Standard Wares	Household Goods	Market / Household Goods / Standard Wares
Intoxicants	Market	Market / Intoxicants
Beer	Intoxicants	Market / Intoxicants / Beer
Mead	Intoxicants	Market / Intoxicants / Mead
Spirits	Intoxicants	Market / Intoxicants / Spirits
Wine	Intoxicants	Market / Intoxicants / Wine
Lighting	Market	Market / Lighting
Candles	Lighting	Market / Lighting / Candles
Lamps	Lighting	Market / Lighting / Lamps
Torches	Lighting	Market / Lighting / Torches
Luxury Drinks	Market	Market / Luxury Drinks
Coffee	Luxury Drinks	Market / Luxury Drinks / Coffee
Tea	Luxury Drinks	Market / Luxury Drinks / Tea
Medicine	Market	Market / Medicine
High-Quality Medicine	Medicine	Market / Medicine / High-Quality Medicine
Simple Medicine	Medicine	Market / Medicine / Simple Medicine
Standard Medicine	Medicine	Market / Medicine / Standard Medicine
Military Goods	Market	Market / Military Goods
Ammunition	Military Goods	Market / Military Goods / Ammunition
Arrows	Ammunition	Market / Military Goods / Ammunition / Arrows
Blackpowder	Ammunition	Market / Military Goods / Ammunition / Blackpowder
Bolts	Ammunition	Market / Military Goods / Ammunition / Bolts
Bullets	Ammunition	Market / Military Goods / Ammunition / Bullets
Armour	Military Goods	Market / Military Goods / Armour
Leather Armour	Armour	Market / Military Goods / Armour / Leather Armour
Mail Armour	Armour	Market / Military Goods / Armour / Mail Armour
Plate Armour	Armour	Market / Military Goods / Armour / Plate Armour
Primitive Armour	Armour	Market / Military Goods / Armour / Primitive Armour
Shields	Armour	Market / Military Goods / Armour / Shields
Weapons	Military Goods	Market / Military Goods / Weapons
Axes	Weapons	Market / Military Goods / Weapons / Axes
Bows	Weapons	Market / Military Goods / Weapons / Bows
Clubs	Weapons	Market / Military Goods / Weapons / Clubs
Crossbows	Weapons	Market / Military Goods / Weapons / Crossbows
Daggers	Weapons	Market / Military Goods / Weapons / Daggers
Guns	Weapons	Market / Military Goods / Weapons / Guns
Hammers	Weapons	Market / Military Goods / Weapons / Hammers
Maces	Weapons	Market / Military Goods / Weapons / Maces
Other Weapons	Weapons	Market / Military Goods / Weapons / Other Weapons
Polearms	Weapons	Market / Military Goods / Weapons / Polearms
Spears	Weapons	Market / Military Goods / Weapons / Spears
Swords	Weapons	Market / Military Goods / Weapons / Swords
Nourishment	Market	Market / Nourishment
Luxury Food	Nourishment	Market / Nourishment / Luxury Food
Seasonings	Nourishment	Market / Nourishment / Seasonings
Salt	Seasonings	Market / Nourishment / Seasonings / Salt
Spices	Seasonings	Market / Nourishment / Seasonings / Spices
Standard Food	Nourishment	Market / Nourishment / Standard Food
Staple Food	Nourishment	Market / Nourishment / Staple Food
Personal Services	Market	Market / Personal Services
Barbering	Personal Services	Market / Personal Services / Barbering
Bathing Services	Personal Services	Market / Personal Services / Bathing Services
Bodyguard Services	Personal Services	Market / Personal Services / Bodyguard Services
Domestic Services	Personal Services	Market / Personal Services / Domestic Services
Grooming Supplies	Personal Services	Market / Personal Services / Grooming Supplies
Laundry Services	Personal Services	Market / Personal Services / Laundry Services
Tailoring Services	Personal Services	Market / Personal Services / Tailoring Services
Professional Tools	Market	Market / Professional Tools
High-Quality Tools	Professional Tools	Market / Professional Tools / High-Quality Tools
Primitive Tools	Professional Tools	Market / Professional Tools / Primitive Tools
Simple Tools	Professional Tools	Market / Professional Tools / Simple Tools
Standard Tools	Professional Tools	Market / Professional Tools / Standard Tools
Raw Materials	Market	Market / Raw Materials
Aggregate	Raw Materials	Market / Raw Materials / Aggregate
Brass	Raw Materials	Market / Raw Materials / Brass
Bronze	Raw Materials	Market / Raw Materials / Bronze
Cement Mineral	Raw Materials	Market / Raw Materials / Cement Mineral
Clay	Raw Materials	Market / Raw Materials / Clay
Cloth	Raw Materials	Market / Raw Materials / Cloth
Copper	Raw Materials	Market / Raw Materials / Copper
Gold	Raw Materials	Market / Raw Materials / Gold
Lead	Raw Materials	Market / Raw Materials / Lead
Lumber	Raw Materials	Market / Raw Materials / Lumber
Sand	Raw Materials	Market / Raw Materials / Sand
Silver	Raw Materials	Market / Raw Materials / Silver
Steel	Raw Materials	Market / Raw Materials / Steel
Stone Blocks	Raw Materials	Market / Raw Materials / Stone Blocks
Straw	Raw Materials	Market / Raw Materials / Straw
Religious Goods	Market	Market / Religious Goods
Devotional Goods	Religious Goods	Market / Religious Goods / Devotional Goods
Funerary Goods	Religious Goods	Market / Religious Goods / Funerary Goods
Ritual Supplies	Religious Goods	Market / Religious Goods / Ritual Supplies
Temple Offerings	Religious Goods	Market / Religious Goods / Temple Offerings
Transportation	Market	Market / Transportation
Cargo Transportation	Transportation	Market / Transportation / Cargo Transportation
Cart Haulage	Cargo Transportation	Market / Transportation / Cargo Transportation / Cart Haulage
Manual Haulage	Cargo Transportation	Market / Transportation / Cargo Transportation / Manual Haulage
Mule Haulage	Cargo Transportation	Market / Transportation / Cargo Transportation / Mule Haulage
Ship Haulage	Cargo Transportation	Market / Transportation / Cargo Transportation / Ship Haulage
Passenger Transportation	Transportation	Market / Transportation / Passenger Transportation
Cart Passage	Passenger Transportation	Market / Transportation / Passenger Transportation / Cart Passage
Horse Passage	Passenger Transportation	Market / Transportation / Passenger Transportation / Horse Passage
Ship Passage	Passenger Transportation	Market / Transportation / Passenger Transportation / Ship Passage
Wagon Passage	Passenger Transportation	Market / Transportation / Passenger Transportation / Wagon Passage
Warehousing	Market	Market / Warehousing
Writing Materials	Market	Market / Writing Materials
Ink	Writing Materials	Market / Writing Materials / Ink
Paper	Writing Materials	Market / Writing Materials / Paper
Parchment	Writing Materials	Market / Writing Materials / Parchment
Wax Tablets	Writing Materials	Market / Writing Materials / Wax Tablets
Materials		Materials
Animal Product	Materials	Materials / Animal Product
Elastomer	Materials	Materials / Elastomer
Elemental Materials	Materials	Materials / Elemental Materials
Gases	Materials	Materials / Gases
Breathable Atmospheres	Gases	Materials / Gases / Breathable Atmospheres
Elemental Gases	Gases	Materials / Gases / Elemental Gases
Noble Gases	Elemental Gases	Materials / Gases / Elemental Gases / Noble Gases
Industrial Gases	Gases	Materials / Gases / Industrial Gases
Fuel Gases	Industrial Gases	Materials / Gases / Industrial Gases / Fuel Gases
Medical Gases	Industrial Gases	Materials / Gases / Industrial Gases / Medical Gases
Refrigerant Gases	Industrial Gases	Materials / Gases / Industrial Gases / Refrigerant Gases
Gunpowder	Materials	Materials / Gunpowder
Liquids	Materials	Materials / Liquids
Beverage	Liquids	Materials / Liquids / Beverage
Alcoholic	Beverage	Materials / Liquids / Beverage / Alcoholic
Detergent	Liquids	Materials / Liquids / Detergent
Disgusting	Liquids	Materials / Liquids / Disgusting
Fuel	Liquids	Materials / Liquids / Fuel
Water	Liquids	Materials / Liquids / Water
Water Soluble	Liquids	Materials / Liquids / Water Soluble
Manufactured Materials	Materials	Materials / Manufactured Materials
Ceramic	Manufactured Materials	Materials / Manufactured Materials / Ceramic
Fabric	Manufactured Materials	Materials / Manufactured Materials / Fabric
Animal Fiber Fabric	Fabric	Materials / Manufactured Materials / Fabric / Animal Fiber Fabric
Blended Fiber Fabric	Fabric	Materials / Manufactured Materials / Fabric / Blended Fiber Fabric
Natural Fiber Fabric	Fabric	Materials / Manufactured Materials / Fabric / Natural Fiber Fabric
Synthetic Fiber Fabric	Fabric	Materials / Manufactured Materials / Fabric / Synthetic Fiber Fabric
Glass	Manufactured Materials	Materials / Manufactured Materials / Glass
Manufactured Metal	Manufactured Materials	Materials / Manufactured Materials / Manufactured Metal
Bronze Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Bronze Age
Cast Metal	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Cast Metal
Forged Metal	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Forged Metal
Industrial Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Industrial Age
Iron Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Iron Age
Medieval Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Medieval Age
Modern Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Modern Age
Precious Metal	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Precious Metal
Renaissance Age	Manufactured Metal	Materials / Manufactured Materials / Manufactured Metal / Renaissance Age
Paper Product	Manufactured Materials	Materials / Manufactured Materials / Paper Product
Plastic	Manufactured Materials	Materials / Manufactured Materials / Plastic
Natural Materials	Materials	Materials / Natural Materials
Agricultural Crop	Natural Materials	Materials / Natural Materials / Agricultural Crop
Fiber Crop	Agricultural Crop	Materials / Natural Materials / Agricultural Crop / Fiber Crop
Food Crop	Agricultural Crop	Materials / Natural Materials / Agricultural Crop / Food Crop
Oil Crop	Agricultural Crop	Materials / Natural Materials / Agricultural Crop / Oil Crop
Animal Skin	Natural Materials	Materials / Natural Materials / Animal Skin
Thick Animal Skin	Animal Skin	Materials / Natural Materials / Animal Skin / Thick Animal Skin
Elemental Metal	Natural Materials	Materials / Natural Materials / Elemental Metal
Food	Natural Materials	Materials / Natural Materials / Food
Baked Good	Food	Materials / Natural Materials / Food / Baked Good
Fruit	Food	Materials / Natural Materials / Food / Fruit
Herb	Food	Materials / Natural Materials / Food / Herb
Meat	Food	Materials / Natural Materials / Food / Meat
Prepared Food	Food	Materials / Natural Materials / Food / Prepared Food
Cooking Ingredient	Prepared Food	Materials / Natural Materials / Food / Prepared Food / Cooking Ingredient
Stock Cooking Apple	Cooking Ingredient	Materials / Natural Materials / Food / Prepared Food / Cooking Ingredient / Stock Cooking Apple
Stock Cooking Fruit	Cooking Ingredient	Materials / Natural Materials / Food / Prepared Food / Cooking Ingredient / Stock Cooking Fruit
Forageable Food	Prepared Food	Materials / Natural Materials / Food / Prepared Food / Forageable Food
Spice	Food	Materials / Natural Materials / Food / Spice
Vegetable	Food	Materials / Natural Materials / Food / Vegetable
Hair	Natural Materials	Materials / Natural Materials / Hair
Leather	Natural Materials	Materials / Natural Materials / Leather
Soil	Natural Materials	Materials / Natural Materials / Soil
Stone	Natural Materials	Materials / Natural Materials / Stone
Economic Stone	Stone	Materials / Natural Materials / Stone / Economic Stone
Economically Useful Stone	Stone	Materials / Natural Materials / Stone / Economically Useful Stone
Calcite	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Calcite
Feldspar	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Feldspar
Gemstone	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Gemstone
Gypsum	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Gypsum
Soda Ash	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Soda Ash
Zeolite	Economically Useful Stone	Materials / Natural Materials / Stone / Economically Useful Stone / Zeolite
Metal Ore	Stone	Materials / Natural Materials / Stone / Metal Ore
Aluminium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Aluminium Ore
Antimony Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Antimony Ore
Arsenic Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Arsenic Ore
Barium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Barium Ore
Beryllium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Beryllium Ore
Bismuth Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Bismuth Ore
Boron Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Boron Ore
Cesium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Cesium Ore
Chromium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Chromium Ore
Cobalt Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Cobalt Ore
Copper Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Copper Ore
Copper Oxide Ore	Copper Ore	Materials / Natural Materials / Stone / Metal Ore / Copper Ore / Copper Oxide Ore
Copper Sulphide Ore	Copper Ore	Materials / Natural Materials / Stone / Metal Ore / Copper Ore / Copper Sulphide Ore
Native Copper Ore	Copper Ore	Materials / Natural Materials / Stone / Metal Ore / Copper Ore / Native Copper Ore
Gold Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Gold Ore
Native Gold Ore	Gold Ore	Materials / Natural Materials / Stone / Metal Ore / Gold Ore / Native Gold Ore
Hafnium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Hafnium Ore
Iron Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Iron Ore
Lead Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Lead Ore
Lithium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Lithium Ore
Magnesium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Magnesium Ore
Manganese Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Manganese Ore
Mercury Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Mercury Ore
Molybdenum Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Molybdenum Ore
Nickel Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Nickel Ore
Native Nickel Ore	Nickel Ore	Materials / Natural Materials / Stone / Metal Ore / Nickel Ore / Native Nickel Ore
Niobium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Niobium Ore
Palladium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Palladium Ore
Platinum Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Platinum Ore
Native Platinum Ore	Platinum Ore	Materials / Natural Materials / Stone / Metal Ore / Platinum Ore / Native Platinum Ore
Potassium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Potassium Ore
Rare Earth Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Rare Earth Ore
Rhodium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Rhodium Ore
Rubidium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Rubidium Ore
Silver Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Silver Ore
Native Silver Ore	Silver Ore	Materials / Natural Materials / Stone / Metal Ore / Silver Ore / Native Silver Ore
Sodium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Sodium Ore
Strontium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Strontium Ore
Tantalum Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Tantalum Ore
Thorium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Thorium Ore
Tin Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Tin Ore
Native Tin Ore	Tin Ore	Materials / Natural Materials / Stone / Metal Ore / Tin Ore / Native Tin Ore
Titanium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Titanium Ore
Tungsten Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Tungsten Ore
Vanadium Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Vanadium Ore
Zinc Ore	Metal Ore	Materials / Natural Materials / Stone / Metal Ore / Zinc Ore
Vegetation	Natural Materials	Materials / Natural Materials / Vegetation
Wood	Natural Materials	Materials / Natural Materials / Wood
Hardwood	Wood	Materials / Natural Materials / Wood / Hardwood
Manufactured Wood	Wood	Materials / Natural Materials / Wood / Manufactured Wood
Softwood	Wood	Materials / Natural Materials / Wood / Softwood
Simplified	Materials	Materials / Simplified
Writing Product	Materials	Materials / Writing Product
Terrain		Terrain
Arid	Terrain	Terrain / Arid
Diggable Soil	Terrain	Terrain / Diggable Soil
Feature	Terrain	Terrain / Feature
Descriptive Element	Feature	Terrain / Feature / Descriptive Element
Cave Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Cave Feature
Darkness Pocket	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Darkness Pocket
Dripping Water	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Dripping Water
Echoing Chamber	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Echoing Chamber
Jagged Stalactites	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Jagged Stalactites
Mineral Stain	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Mineral Stain
Narrow Throat	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Narrow Throat
Powdery Dust	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Powdery Dust
Slick Stone	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Slick Stone
Still Pool	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Still Pool
Underground Current	Cave Feature	Terrain / Feature / Descriptive Element / Cave Feature / Underground Current
Desert Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Desert Feature
Bleached Stone	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Bleached Stone
Desert Pavement	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Desert Pavement
Drift Ridge	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Drift Ridge
Dune Face	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Dune Face
Green Fringe	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Green Fringe
Heat-Shattered Rock	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Heat-Shattered Rock
Palm Shade	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Palm Shade
Salted Breeze	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Salted Breeze
Spring Water	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Spring Water
Wind Rippled Sand	Desert Feature	Terrain / Feature / Descriptive Element / Desert Feature / Wind Rippled Sand
Extraterrestrial Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Extraterrestrial Feature
Basalt Sheet	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Basalt Sheet
Bright Highlands	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Bright Highlands
Crater Lip	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Crater Lip
Dense Starfield	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Dense Starfield
Distant Galaxy Smear	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Distant Galaxy Smear
Distant Nebula	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Distant Nebula
Dusty Regolith	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Dusty Regolith
Galactic Haze	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Galactic Haze
Glassy Impact Fragments	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Glassy Impact Fragments
Hard Vacuum Silence	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Hard Vacuum Silence
Jagged Rubble	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Jagged Rubble
Orbital Debris Glint	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Orbital Debris Glint
Planetary Arc	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Planetary Arc
Remote Beacon	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Remote Beacon
Slow Tumble	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Slow Tumble
Sparse Starlight	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Sparse Starlight
Station Shadow	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Station Shadow
Sunlit Hull Glint	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Sunlit Hull Glint
Void Blackness	Extraterrestrial Feature	Terrain / Feature / Descriptive Element / Extraterrestrial Feature / Void Blackness
Forest Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Forest Feature
Boggy Roots	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Boggy Roots
Broadleaf Shade	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Broadleaf Shade
Clear Understory	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Clear Understory
Conifer Needles	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Conifer Needles
Dense Canopy	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Dense Canopy
Ferny Floor	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Ferny Floor
Fruiting Trees	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Fruiting Trees
Giant Trunks	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Giant Trunks
Hanging Vines	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Hanging Vines
Managed Copse	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Managed Copse
Mixed Leaf Litter	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Mixed Leaf Litter
Mossed Trunkfall	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Mossed Trunkfall
Open Canopy	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Open Canopy
Ordered Rows	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Ordered Rows
Rain-Heavy Leaves	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Rain-Heavy Leaves
Resin Scent	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Resin Scent
Sunlit Glade	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Sunlit Glade
Thick Underbrush	Forest Feature	Terrain / Feature / Descriptive Element / Forest Feature / Thick Underbrush
Glacial Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Glacial Feature
Blue Ice	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Blue Ice
Crevasse Hint	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Crevasse Hint
Fresh Drift	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Fresh Drift
Frost Crystals	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Frost Crystals
Old Meltwater	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Old Meltwater
Sastrugi Ridges	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Sastrugi Ridges
Snow Blind Glare	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Snow Blind Glare
Wind-Hardened Snow	Glacial Feature	Terrain / Feature / Descriptive Element / Glacial Feature / Wind-Hardened Snow
Open Land Feature	Descriptive Element	Terrain / Feature / Descriptive Element / Open Land Feature
Animal Run	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Animal Run
Bare Earth Patches	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Bare Earth Patches
Chalky Dust	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Chalky Dust
Cracked Earth	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Cracked Earth
Debris Snag	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Debris Snag
Dry Patches	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Dry Patches
Dry Seed Pods	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Dry Seed Pods
Eroded Gullies	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Eroded Gullies
Frost-Hardened Ground	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Frost-Hardened Ground
Hard-Baked Soil	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Hard-Baked Soil
Insect Hum	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Insect Hum
Lichen Mat	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Lichen Mat
Low Shrub	Open Land Feature	Terrain / Feature / Descriptive Element / Open Land Feature / Low Shrub
