StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
industrial_food_ration_002	Item	rations	industrial	standardised hardtack ration (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_ration_002	nutrition_rations	dietary_rations	freshness_shelf		route_industrial_food_ration_002	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_ration_003	Item	rations	industrial	standardised meat-and-biscuit ration (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_ration_003	nutrition_rations	dietary_rations	freshness_shelf		route_industrial_food_ration_003	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_ration_001	Item	rations	modern	standardised compressed field ration (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_ration_001	nutrition_rations	dietary_rations	freshness_shelf		route_modern_food_ration_001	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_ration_002	Item	rations	modern	standardised hardtack ration (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_ration_002	nutrition_rations	dietary_rations	freshness_shelf		route_modern_food_ration_002	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_ration_003	Item	rations	modern	standardised meat-and-biscuit ration (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_ration_003	nutrition_rations	dietary_rations	freshness_shelf		route_modern_food_ration_003	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_ration_004	Item	rations	modern	standardised emergency glucose ration (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_ration_004	nutrition_rations	dietary_rations	freshness_shelf		route_modern_food_ration_004	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_ration_001	Item	rations	nuclear	standardised compressed field ration (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_ration_001	nutrition_rations	dietary_rations	freshness_shelf		route_nuclear_food_ration_001	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_ration_002	Item	rations	nuclear	standardised hardtack ration (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_ration_002	nutrition_rations	dietary_rations	freshness_shelf		route_nuclear_food_ration_002	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_ration_001	Item	rations	information	standardised compressed field ration (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_ration_001	nutrition_rations	dietary_rations	freshness_shelf		route_information_food_ration_001	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_ration_002	Item	rations	information	standardised hardtack ration (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_ration_002	nutrition_rations	dietary_rations	freshness_shelf		route_information_food_ration_002	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_ration_003	Item	rations	information	standardised meat-and-biscuit ration (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_ration_003	nutrition_rations	dietary_rations	freshness_shelf		route_information_food_ration_003	failure_food_unusable	evidence_rations	Edible ration components; complete issues and menus are serving manifests or logistics graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_001	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised infant cereal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_001	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_001	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_002	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised malted milk food (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_002	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_002	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_003	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised strained vegetable food (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_003	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_003	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_004	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised strained fruit food (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_004	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_004	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_005	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised soft protein food (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_005	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_005	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_006	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised low-residue meal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_006	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_006	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_007	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised fortified gruel (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_007	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_007	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_infant_dietetic_008	Item	infant-and-dietetic	industrial;modern;nuclear;information	standardised oral rehydration food (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_infant_dietetic_008	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrialised_food_infant_dietetic_008	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_infant_dietetic_001	Item	infant-and-dietetic	industrial	standardised infant cereal (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_infant_dietetic_001	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_industrial_food_infant_dietetic_001	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_infant_dietetic_001	Item	infant-and-dietetic	modern	standardised infant cereal (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_infant_dietetic_001	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_modern_food_infant_dietetic_001	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_infant_dietetic_002	Item	infant-and-dietetic	modern	standardised malted milk food (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_infant_dietetic_002	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_modern_food_infant_dietetic_002	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_infant_dietetic_003	Item	infant-and-dietetic	modern	standardised strained vegetable food (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_infant_dietetic_003	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_modern_food_infant_dietetic_003	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_infant_dietetic_001	Item	infant-and-dietetic	nuclear	standardised infant cereal (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_infant_dietetic_001	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_nuclear_food_infant_dietetic_001	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_infant_dietetic_002	Item	infant-and-dietetic	nuclear	standardised malted milk food (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_infant_dietetic_002	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_nuclear_food_infant_dietetic_002	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_infant_dietetic_001	Item	infant-and-dietetic	information	standardised infant cereal (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_infant_dietetic_001	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_information_food_infant_dietetic_001	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_infant_dietetic_002	Item	infant-and-dietetic	information	standardised malted milk food (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_infant_dietetic_002	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_information_food_infant_dietetic_002	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_infant_dietetic_003	Item	infant-and-dietetic	information	standardised strained vegetable food (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_infant_dietetic_003	nutrition_infant-and-dietetic	dietary_infant-and-dietetic	freshness_shelf		route_information_food_infant_dietetic_003	failure_food_unusable	evidence_infant-and-dietetic	Documented ordinary nutrition products with explicit ingredients and no unsupported medical claim. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_001	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised dairy cattle meal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_001	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_001	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_002	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised poultry layer mash (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_002	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_002	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_003	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised poultry grower mash (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_003	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_003	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_004	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised working horse cubes (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_004	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_004	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_005	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised pig finishing meal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_005	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_005	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_006	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised calf milk replacer (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_006	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_006	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_007	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised companion dog meal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_007	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_007	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_animal_feed_008	Item	processed-animal-feeds	industrial;modern;nuclear;information	standardised companion cat meal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_animal_feed_008	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrialised_food_animal_feed_008	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_animal_feed_001	Item	processed-animal-feeds	industrial	standardised dairy cattle meal (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_animal_feed_001	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrial_food_animal_feed_001	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_animal_feed_002	Item	processed-animal-feeds	industrial	standardised poultry layer mash (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_animal_feed_002	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_industrial_food_animal_feed_002	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_animal_feed_001	Item	processed-animal-feeds	modern	standardised dairy cattle meal (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_animal_feed_001	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_modern_food_animal_feed_001	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_animal_feed_002	Item	processed-animal-feeds	modern	standardised poultry layer mash (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_animal_feed_002	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_modern_food_animal_feed_002	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_animal_feed_001	Item	processed-animal-feeds	nuclear	standardised dairy cattle meal (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_animal_feed_001	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_nuclear_food_animal_feed_001	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_animal_feed_001	Item	processed-animal-feeds	information	standardised dairy cattle meal (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_animal_feed_001	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_information_food_animal_feed_001	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_animal_feed_002	Item	processed-animal-feeds	information	standardised poultry layer mash (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_animal_feed_002	nutrition_processed-animal-feeds	dietary_processed-animal-feeds	freshness_shelf		route_information_food_animal_feed_002	failure_food_unusable	evidence_processed-animal-feeds	Processed feed only; species-purpose metadata informs builders without claiming a universal feeding-rule subsystem. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_001	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised carbonated mineral water (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_001		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_001	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks			route_industrialised_food_non_alcoholic_001	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_002	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised fruit cordial (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_002		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_002	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks			route_industrialised_food_non_alcoholic_002	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_003	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised pasteurised fruit juice (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_003		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_003	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_003	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_004	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised malted milk drink (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_004		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_004	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_004	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_005	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised lemonade (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_005		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_005	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_005	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_006	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised ginger beer (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_006		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_006	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_006	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_007	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised cola-style tonic (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_007		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_007	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_007	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_008	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised vegetable juice (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_008		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_008	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_008	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_009	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised electrolyte drink (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_009		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_009	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_009	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
